data_idx,mapped_rxn,template
4612,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[C@@H:8]1[CH2:9][S:10][C@H:11]([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[N:18]1[C:19](=[O:20])[CH2:21][NH2:22].[O:23]=[C:24]=[N:25][c:26]1[cH:27][cH:28][c:29]([Cl:30])[c:31]([C:32]([F:33])([F:34])[F:35])[cH:36]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[C@@H:8]1[CH2:9][S:10][C@H:11]([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[N:18]1[C:19](=[O:20])[CH2:21][NH:22][C:24](=[O:23])[NH:25][c:26]1[cH:27][cH:28][c:29]([Cl:30])[c:31]([C:32]([F:33])([F:34])[F:35])[cH:36]1,[N:1].[C:2]=[N:3]>>[N:1]-[C:2]-[N:3]
4681,CC(=O)O.CCO.CCO[C:2](=[O:3])[CH2:4][N:5]([C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]2[s:12][c:13]([CH2:14][NH:15][c:16]3[cH:17][cH:18][c:19]([C:20](=[NH:21])[NH2:22])[cH:23][cH:24]3)[n:25][c:26]2[cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1.ClCCl.[ClH:34].[Na+].[OH-:1]>>[ClH:34].[OH:1][C:2](=[O:3])[CH2:4][N:5]([C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]2[s:12][c:13]([CH2:14][NH:15][c:16]3[cH:17][cH:18][c:19]([C:20](=[NH:21])[NH2:22])[cH:23][cH:24]3)[n:25][c:26]2[cH:27]1)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1,[O:1].C-C-O-[C:2]=O>>[C:2]-[O:1]
4796,O=[CH:1][c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[c:10]([F:11])[cH:12]1.[CH3:13][O:14][c:15]1[cH:16][cH:17][cH:18][c:19]([CH2:20][NH2:21])[cH:22]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[c:10]([F:11])[cH:12]1)[NH:21][CH2:20][c:19]1[cH:18][cH:17][cH:16][c:15]([O:14][CH3:13])[cH:22]1,[N:1].O=[C:2]>>[C:2]-[N:1]
5000,O[C:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][c:8]([S:9](=[O:10])(=[O:11])[N:12]2[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]2)[cH:18]1)=[O:19].[CH3:20][CH:21]([CH3:22])[c:23]1[cH:24][cH:25][c:26]([NH2:27])[cH:28][cH:29]1>>[C:1]([c:2]1[c:3]([O:4][CH3:5])[cH:6][cH:7][c:8]([S:9](=[O:10])(=[O:11])[N:12]2[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]2)[cH:18]1)(=[O:19])[NH:27][c:26]1[cH:25][cH:24][c:23]([CH:21]([CH3:20])[CH3:22])[cH:29][cH:28]1,[N:1].O-[C:2]=O>>[C:2]-[N:1]
5505,COCCOC.Cl[c:1]1[c:2]2[c:3]([n:4][c:5]3[cH:6][cH:7][cH:8][cH:9][c:10]13)[CH2:11][CH2:12][CH2:13][CH2:14]2.O=C([O-])[O-].OB(O)[c:15]1[cH:16][cH:17][c:18]([O:19][CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[cH:27][cH:28]1.[Na+].[Na+]>>[c:1]1(-[c:15]2[cH:16][cH:17][c:18]([O:19][CH2:20][c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[cH:27][cH:28]2)[c:2]2[c:3]([n:4][c:5]3[cH:6][cH:7][cH:8][cH:9][c:10]13)[CH2:11][CH2:12][CH2:13][CH2:14]2,Cl-[c:1].O-B(-O)-[c:2]>>[c:1]-[c:2]
5978,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([CH:5]([C:6]#[N:7])[c:8]2[cH:9][cH:10][c:11]([Cl:12])[cH:13][cH:14]2)[CH2:15][CH2:16]1.N#CC(c1ccc(Cl)cc1F)C1CCNCC1.[ClH:17]>>[ClH:17].[NH:1]1[CH2:2][CH2:3][CH:4]([CH:5]([C:6]#[N:7])[c:8]2[cH:9][cH:10][c:11]([Cl:12])[cH:13][cH:14]2)[CH2:15][CH2:16]1,C-C(-C)(-C)-O-C(=O)-[N:1]>>[N:1]
6726,C1CCOC1.O.O=[C:1]([CH2:2][CH2:3][CH3:4])[NH:5][c:6]1[cH:7][cH:8][cH:9][c:10](-[c:11]2[cH:12][cH:13][c:14]([CH3:15])[cH:16][cH:17]2)[c:18]1[CH3:19].[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-]>>[CH2:1]([CH2:2][CH2:3][CH3:4])[NH:5][c:6]1[cH:7][cH:8][cH:9][c:10](-[c:11]2[cH:12][cH:13][c:14]([CH3:15])[cH:16][cH:17]2)[c:18]1[CH3:19],O=[C:1]>>[C:1]
7097,CC(C)COC(=O)Cl.CN1CCOCC1.Cl.ClCCl.O[C:1]([C@@H:2]([CH3:3])[NH:4][C:5](=[O:6])[O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:12].[CH3:13][O:14][C:15](=[O:16])[CH2:17][NH2:18]>>[C:1]([C@@H:2]([CH3:3])[NH:4][C:5](=[O:6])[O:7][C:8]([CH3:9])([CH3:10])[CH3:11])(=[O:12])[NH:18][CH2:17][C:15]([O:14][CH3:13])=[O:16],[N:1].O-[C:2]=O>>[C:2]-[N:1]
7100,Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][cH:8]1.O.[NH2:9][CH2:10][CH2:11][NH2:12].[Na+].[OH-]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([Cl:6])[cH:7][cH:8]1)[NH:9][CH2:10][CH2:11][NH2:12],[N:1].Cl-[C:2]>>[C:2]-[N:1]
7170,C1CCOC1.O=[Mn]=O.[CH3:1][c:2]1[cH:3][c:4]([O:5][CH2:6][CH2:7][OH:8])[c:9]([O:10][CH2:11][CH2:12][OH:13])[cH:14][c:15]1-[c:16]1[cH:17][cH:18][cH:19][c:20]([CH2:21][OH:22])[c:23]1[CH3:24]>>[CH3:1][c:2]1[cH:3][c:4]([O:5][CH2:6][CH2:7][OH:8])[c:9]([O:10][CH2:11][CH2:12][OH:13])[cH:14][c:15]1-[c:16]1[cH:17][cH:18][cH:19][c:20]([CH:21]=[O:22])[c:23]1[CH3:24],[C:1]-[O:2]>>[C:1]=[O:2]
7365,CN(C)C=O.Cl[c:1]1[n:2][cH:3][n:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12.[CH3:11][CH:12]([OH:13])[c:14]1[cH:15][cH:16][c:17]([C:18]([CH3:19])([CH3:20])[CH3:21])[cH:22][cH:23]1.[H-].[Na+]>>[c:1]1([O:13][CH:12]([CH3:11])[c:14]2[cH:15][cH:16][c:17]([C:18]([CH3:19])([CH3:20])[CH3:21])[cH:22][cH:23]2)[n:2][cH:3][n:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12,[O:1].Cl-[c:2]>>[O:1]-[c:2]
7432,CC(C)C[C@H]1CN(C(=O)[C@@H]2C[C@H]2c2ccccc2)[C@@H](CC(C)C)C(=O)N1.O[C:1](=[O:2])[C@@H:3]1[CH2:4][C@H:5]1[c:6]1[cH:7][cH:8][c:9]([Cl:10])[cH:11][cH:12]1.[CH3:13][CH:14]([CH3:15])[CH2:16][C@@H:17]1[NH:18][CH2:19][C@H:20]([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[NH:27][C:28]1=[O:29]>>[C:1](=[O:2])([C@@H:3]1[CH2:4][C@H:5]1[c:6]1[cH:7][cH:8][c:9]([Cl:10])[cH:11][cH:12]1)[N:18]1[C@@H:17]([CH2:16][CH:14]([CH3:13])[CH3:15])[C:28](=[O:29])[NH:27][C@@H:20]([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:19]1,[N:1].O-[C:2]=O>>[C:2]-[N:1]
8123,Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1.[CH3:11][CH2:12][O:13][C:14](=[O:15])[CH2:16][CH2:17][NH:18][c:19]1[cH:20][cH:21][cH:22][c:23]([F:24])[cH:25]1.c1ccncc1>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1)[N:18]([CH2:17][CH2:16][C:14]([O:13][CH2:12][CH3:11])=[O:15])[c:19]1[cH:20][cH:21][cH:22][c:23]([F:24])[cH:25]1,[N:1].Cl-[S:2]>>[N:1]-[S:2]
8189,CC#N.Cl.Cl[CH2:1][CH2:2][CH2:3][O:4][c:5]1[cH:6][c:7]2[cH:8][c:9]([C:10](=[O:11])[N:12]3[CH2:13][CH2:14][C:15]([F:16])([F:17])[CH2:18][CH2:19]3)[nH:20][c:21]2[n:22][cH:23]1.O=C([O-])[O-].[CH3:24][C@H:25]1[CH2:26][CH2:27][CH2:28][NH:29]1.[K+].[K+]>>[CH2:1]([CH2:2][CH2:3][O:4][c:5]1[cH:6][c:7]2[cH:8][c:9]([C:10](=[O:11])[N:12]3[CH2:13][CH2:14][C:15]([F:16])([F:17])[CH2:18][CH2:19]3)[nH:20][c:21]2[n:22][cH:23]1)[N:29]1[C@@H:25]([CH3:24])[CH2:26][CH2:27][CH2:28]1,[N:1].Cl-[C:2]>>[C:2]-[N:1]
8277,Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8].CN(C)C=O.Cl.O=C([O-])[O-].[K+].[K+].[O:9]=[C:10]([NH:11][c:12]1[cH:13][cH:14][c:15]([OH:16])[cH:17][c:18]1[OH:19])[C:20]([F:21])([F:22])[F:23]>>[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[O:16][c:15]1[cH:14][cH:13][c:12]([NH:11][C:10](=[O:9])[C:20]([F:21])([F:22])[F:23])[c:18]([OH:19])[cH:17]1,[O:1]-c.Br-[C:2]>>[C:2]-[O:1]
8986,CCO.[BH4-].[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH3:7])[c:8]1-[c:9]1[cH:10][c:11]([CH:12]=[O:13])[cH:14][cH:15][c:16]1[F:17].[Na+]>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH3:7])[c:8]1-[c:9]1[cH:10][c:11]([CH2:12][OH:13])[cH:14][cH:15][c:16]1[F:17],[C:1]=[O:2]>>[C:1]-[O:2]
9342,Cc1ccc(S(=O)(=O)O)cc1.O.O.[OH:4][CH2:1][CH2:2][OH:3].O=[C:5]([CH2:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH2:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1>>[CH2:1]1[CH2:2][O:3][C:5]([CH2:6][CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)([CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[O:4]1,[O:1].[O:2].O=[C:3]>>[O:1]-[C:3]-[O:2]
9448,CO.C[O-].Cc1ccccc1.Cl[CH2:1][CH2:2][CH2:3][N:4]([CH2:5][CH3:6])[CH2:7][CH3:8].[Na+].[Na].[OH:9][c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[o:22]2)[cH:23][cH:24]1>>[CH2:1]([CH2:2][CH2:3][N:4]([CH2:5][CH3:6])[CH2:7][CH3:8])[O:9][c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[o:22]2)[cH:23][cH:24]1,[O:1]-c.Cl-[C:2]>>[C:2]-[O:1]
9653,CCN(CC)CC.ClCCl.Cl[S:1]([CH3:2])(=[O:3])=[O:4].[CH3:5][CH2:6][N:7]([c:8]1[n:9][c:10]([CH3:11])[cH:12][c:13]([CH2:14][OH:15])[n:16]1)[c:17]1[cH:18][cH:19][c:20]([CH:21]([CH3:22])[CH3:23])[cH:24][c:25]1[Br:26]>>[S:1]([CH3:2])(=[O:3])(=[O:4])[O:15][CH2:14][c:13]1[cH:12][c:10]([CH3:11])[n:9][c:8]([N:7]([CH2:6][CH3:5])[c:17]2[cH:18][cH:19][c:20]([CH:21]([CH3:22])[CH3:23])[cH:24][c:25]2[Br:26])[n:16]1,[O:1].Cl-[S:2]>>[O:1]-[S:2]
9755,Br[CH2:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][n:9][o:10]2)[cH:11][cH:12]1.[O:13]=[c:14]1[nH:15][n:16][c:17]2[c:18](-[c:19]3[cH:20][cH:21][n:22][cH:23][cH:24]3)[c:25](-[c:26]3[cH:27][cH:28][c:29]([F:30])[cH:31][cH:32]3)[cH:33][n:34][n:35]12>>[CH2:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][n:9][o:10]2)[cH:11][cH:12]1)[n:15]1[c:14](=[O:13])[n:35]2[c:17]([n:16]1)[c:18](-[c:19]1[cH:20][cH:21][n:22][cH:23][cH:24]1)[c:25](-[c:26]1[cH:27][cH:28][c:29]([F:30])[cH:31][cH:32]1)[cH:33][n:34]2,[n:1].Br-[C:2]>>[C:2]-[n:1]
10109,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1.CO.[CH3:12][NH:13][CH3:14]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1)[N:13]([CH3:12])[CH3:14],[N:1].Br-[C:2]>>[C:2]-[N:1]
10239,CN1CCOCC1.CO.Cl[S:1]([c:2]1[cH:3][cH:4][c:5]2[n:6][c:7](-[c:8]3[c:9]([CH3:10])[n:11][nH:12][c:13]3[NH2:14])[s:15][c:16]2[cH:17]1)(=[O:18])=[O:19].[NH2:20][CH2:21][c:22]1[cH:23][cH:24][c:25]([Cl:26])[cH:27][cH:28]1>>[S:1]([c:2]1[cH:3][cH:4][c:5]2[n:6][c:7](-[c:8]3[c:9]([CH3:10])[n:11][nH:12][c:13]3[NH2:14])[s:15][c:16]2[cH:17]1)(=[O:18])(=[O:19])[NH:20][CH2:21][c:22]1[cH:23][cH:24][c:25]([Cl:26])[cH:27][cH:28]1,[N:1].Cl-[S:2]>>[N:1]-[S:2]
10476,CC(C)(C)OC(=O)[N:1]1[CH2:2][c:3]2[cH:4][cH:5][c:6]([O:7][CH2:8][C:9]([F:10])([F:11])[F:12])[cH:13][c:14]2[CH2:15]1.[O:16]=[C:17]([OH:18])[C:19]([F:20])([F:21])[F:22]>>[NH:1]1[CH2:2][c:3]2[cH:4][cH:5][c:6]([O:7][CH2:8][C:9]([F:10])([F:11])[F:12])[cH:13][c:14]2[CH2:15]1.[O:16]=[C:17]([OH:18])[C:19]([F:20])([F:21])[F:22],C-C(-C)(-C)-O-C(=O)-[N:1]>>[N:1]
10639,[OH:11][CH2:1][CH2:2][C:3]#[N:4].[CH3:5][c:6]1[cH:7][c:8]([C:9](=[O:10])O)[cH:12][cH:13][c:14]1[Br:15]>>[CH2:1]([CH2:2][C:3]#[N:4])[O:11][C:9]([c:8]1[cH:7][c:6]([CH3:5])[c:14]([Br:15])[cH:13][cH:12]1)=[O:10],[O:1].O-[C:2]=O>>[C:2]-[O:1]
10934,C.CO.O=C[O-].[NH4+].[Pd].c1ccc(C[O:1][CH2:2][CH2:3][CH2:4][O:5][c:6]2[cH:7][cH:8][cH:9][c:10](-[c:11]3[c:12]([NH:13][C:14](=[O:15])[NH:16][c:17]4[c:18]([CH:19]([CH3:20])[CH3:21])[cH:22][cH:23][cH:24][c:25]4[CH:26]([CH3:27])[CH3:28])[c:29](=[O:30])[n:31]([CH2:32][CH2:33][CH2:34][CH3:35])[c:36]4[c:37]3[cH:38][cH:39][cH:40][n:41]4)[cH:42]2)cc1>>[OH:1][CH2:2][CH2:3][CH2:4][O:5][c:6]1[cH:7][cH:8][cH:9][c:10](-[c:11]2[c:12]([NH:13][C:14](=[O:15])[NH:16][c:17]3[c:18]([CH:19]([CH3:20])[CH3:21])[cH:22][cH:23][cH:24][c:25]3[CH:26]([CH3:27])[CH3:28])[c:29](=[O:30])[n:31]([CH2:32][CH2:33][CH2:34][CH3:35])[c:36]3[c:37]2[cH:38][cH:39][cH:40][n:41]3)[cH:42]1,[O:1]-C-c1:c:c:c:c:c:1>>[O:1]
11311,F[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]2[nH:8][c:9](=[O:10])[n:11]([NH:12][S:13]([CH3:14])(=[O:15])=[O:16])[c:17](=[O:18])[c:19]2[cH:20]1.[OH:21][CH2:22][CH2:23][NH:24][CH2:25][CH2:26][OH:27]>>[c:1]1([N:24]([CH2:23][CH2:22][OH:21])[CH2:25][CH2:26][OH:27])[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]2[nH:8][c:9](=[O:10])[n:11]([NH:12][S:13]([CH3:14])(=[O:15])=[O:16])[c:17](=[O:18])[c:19]2[cH:20]1,[N:1].F-[c:2]>>[N:1]-[c:2]
11688,C1COCCO1.CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].[NH2:8][c:9]1[nH:10][n:11][c:12](-[c:13]2[cH:14][cH:15][c:16]3[n:17][cH:18][cH:19][cH:20][c:21]3[cH:22]2)[c:23]1[F:24]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[n:10]1[c:9]([NH2:8])[c:23]([F:24])[c:12](-[c:13]2[cH:14][cH:15][c:16]3[n:17][cH:18][cH:19][cH:20][c:21]3[cH:22]2)[n:11]1,[n:1].C-C(-C)(-C)-O-C(=O)-O-[C:2](-O)=O>>[C:2]-[n:1]
11846,CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC(Cl)Cl.O=[CH:1][c:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1.[CH3:8][CH2:9][CH2:10][CH2:11][C@H:12]1[CH2:13][N:14]([C:15](=[O:16])[c:17]2[cH:18][cH:19][cH:20][c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]23)[CH2:27][CH2:28][NH:29]1.[ClH:30].[Na+]>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1)[N:29]1[C@@H:12]([CH2:11][CH2:10][CH2:9][CH3:8])[CH2:13][N:14]([C:15](=[O:16])[c:17]2[cH:18][cH:19][cH:20][c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]23)[CH2:27][CH2:28]1.[ClH:30].[ClH:30],[N:1].O=[C:2]>>[C:2]-[N:1]
