data_idx,mapped_rxn,template
3247,Br[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])([F:7])[F:8].CCOC(C)=O.CS(C)=O.I[c:9]1[c:10]([S:11]([CH3:12])(=[O:13])=[O:14])[cH:15][cH:16][cH:17][cH:18]1>>[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])([F:7])([F:8])[c:9]1[c:10]([S:11]([CH3:12])(=[O:13])=[O:14])[cH:15][cH:16][cH:17][cH:18]1,Br-[C:1].I-[c:2]>>[C:1]-[c:2]
3532,CCO.N#N.O=C(OCc1ccccc1)[C@:1]1([C:2]([NH2:3])=[O:4])[N:5]([CH2:6][CH2:7][CH:8]([CH3:9])[CH3:10])[CH2:11][CH2:12][CH2:13]1.[Pd]>>[C@H:1]1([C:2]([NH2:3])=[O:4])[N:5]([CH2:6][CH2:7][CH:8]([CH3:9])[CH3:10])[CH2:11][CH2:12][CH2:13]1,O=C-[C:1]-C(=O)-O-C-c1:c:c:c:c:c:1>>[C:1]
4163,CCOC(C)=O.CN(C)C=O.CN([C@@H]1CN(C(N)=O)C[C@H]1S)S(=O)(=O)c1ccc(Oc2ccccc2)cc1.I[CH3:1].[CH3:2][C:3]([CH3:4])([CH3:5])[O:6][C:7](=[O:8])[N:9]1[CH2:10][C@@H:11]([NH:12][S:13](=[O:14])(=[O:15])[c:16]2[cH:17][cH:18][c:19]([O:20][c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[cH:27][cH:28]2)[C@H:29]([S:30][C:31]([CH3:32])([CH3:33])[CH3:34])[CH2:35]1>>[CH3:1][N:12]([C@@H:11]1[CH2:10][N:9]([C:7]([O:6][C:3]([CH3:2])([CH3:4])[CH3:5])=[O:8])[CH2:35][C@H:29]1[S:30][C:31]([CH3:32])([CH3:33])[CH3:34])[S:13](=[O:14])(=[O:15])[c:16]1[cH:17][cH:18][c:19]([O:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[cH:27][cH:28]1,[N:1].I-[C:2]>>[C:2]-[N:1]
4291,CC#N.CCCO[C:1](=[O:2])[CH:3]=[C:4]([CH2:5][NH:6][C@@H:7]([CH2:8][C:9]([CH3:10])([F:11])[F:12])[C:13](=[O:14])[O:15][CH3:16])[O:17][c:18]1[cH:19][cH:20][cH:21][cH:22][c:23]1[Cl:24].ClCCl>>[C:1]1(=[O:2])[CH:3]=[C:4]([O:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[Cl:24])[CH2:5][N:6]1[C@@H:7]([CH2:8][C:9]([CH3:10])([F:11])[F:12])[C:13](=[O:14])[O:15][CH3:16],[N:1].C-C-C-O-[C:2]=O>>[C:2]-[N:1]
5283,Br[CH2:1][c:2]1[c:3]([F:4])[cH:5][c:6]([C:7]([NH:8][S:9]([CH3:10])(=[O:11])=[O:12])=[O:13])[c:14]([F:15])[cH:16]1.C1CCOC1.CC1(C)OB([c:17]2[cH:18][n:19][c:20]([O:21][C:22]([CH3:23])([CH3:24])[CH3:25])[c:26]([Cl:27])[cH:28]2)OC1(C)C.O=C([O-])[O-].[K+].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[CH2:1]([c:2]1[c:3]([F:4])[cH:5][c:6]([C:7]([NH:8][S:9]([CH3:10])(=[O:11])=[O:12])=[O:13])[c:14]([F:15])[cH:16]1)[c:17]1[cH:18][n:19][c:20]([O:21][C:22]([CH3:23])([CH3:24])[CH3:25])[c:26]([Cl:27])[cH:28]1,Br-[C:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C>>[C:1]-[c:2]
5312,CS(C)=O.II.[CH3:1][S:2][C:3](=[S:4])[c:5]1[c:6]([NH2:7])[n:8]([CH3:9])[c:10](=[O:11])[n:12]([CH3:13])[c:14]1=[O:15]>>[CH3:1][S:2][c:3]1[s:4][n:7][c:6]2[c:5]1[c:14](=[O:15])[n:12]([CH3:13])[c:10](=[O:11])[n:8]2[CH3:9],[N:1].[C:2]=[S:3]>>[c:2]:[s:3]:[n:1]
5848,Br[CH2:1][CH2:2][CH2:3][CH:4]=[CH2:5].[Cl-].[Mg+][C:6]1=[CH:7][CH:8]=[CH:9][CH2:10]1>>[CH2:1]([CH2:2][CH2:3][CH:4]=[CH2:5])[C:6]1=[CH:7][CH:8]=[CH:9][CH2:10]1,Br-[C:1].C=[C:2]-[Mg+]>>[C:1]-[C:2]
6212,Br[c:1]1[c:2]([CH3:3])[n:4][c:5]([CH3:6])[c:7]([C@H:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[C:14](=[O:15])[O:16][CH:17]([CH3:18])[CH3:19])[c:20]1[N:21]1[CH2:22][CH2:23][CH:24]([C:25]([F:26])([F:27])[F:28])[CH2:29][CH2:30]1.C1COCCO1.CC(=O)[O-].CC(=O)[O-].CCOC(C)=O.CN1CC(=O)OB([c:31]2[cH:32][cH:33][c:34]([O:35][CH2:36][CH2:37][c:38]3[cH:39][cH:40][c:41]([F:42])[cH:43][cH:44]3)[cH:45][cH:46]2)OC(=O)C1.COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.O.O=P([O-])([O-])[O-].[K+].[K+].[K+].[Pd+2]>>[c:1]1(-[c:31]2[cH:32][cH:33][c:34]([O:35][CH2:36][CH2:37][c:38]3[cH:39][cH:40][c:41]([F:42])[cH:43][cH:44]3)[cH:45][cH:46]2)[c:2]([CH3:3])[n:4][c:5]([CH3:6])[c:7]([C@H:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[C:14](=[O:15])[O:16][CH:17]([CH3:18])[CH3:19])[c:20]1[N:21]1[CH2:22][CH2:23][CH:24]([C:25]([F:26])([F:27])[F:28])[CH2:29][CH2:30]1,Br-[c:1].C-N1-C-C(=O)-O-B(-[c:2])-O-C(=O)-C-1>>[c:1]-[c:2]
6602,C1CCOC1.CC(C)(C)[O-].ClC(Cl)Cl.F[c:1]1[c:2]([C:3]#[N:4])[c:5]([Cl:6])[cH:7][cH:8][cH:9]1.O.[CH3:10][CH2:11][OH:12].[Na+]>>[c:1]1([O:12][CH2:11][CH3:10])[c:2]([C:3]#[N:4])[c:5]([Cl:6])[cH:7][cH:8][cH:9]1,[O:1].F-[c:2]>>[O:1]-[c:2]
6605,COC(C)(C)OC.O=S(=O)(O)O.[OH:4][CH3:1].[O:2]=[C:3](O)[CH:5]1[CH2:6][c:7]2[cH:8][s:9][cH:10][c:11]2[CH2:12]1>>[CH3:1][O:4][C:3](=[O:2])[CH:5]1[CH2:6][c:7]2[cH:8][s:9][cH:10][c:11]2[CH2:12]1,[O:1].O-[C:2]=O>>[C:2]-[O:1]
6934,Br[c:1]1[c:2]([O:3][CH2:4][CH2:5][CH2:6][NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][n:13]2)[cH:14][cH:15][c:16]([CH2:17][C:18]([CH3:19])([CH3:20])[CH2:21][C:22](=[O:23])[OH:24])[cH:25]1.CCN(CC)CC.C[Si](C)(C)[C:26]#[CH:27].Cl[Pd]Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>[c:1]1([C:26]#[CH:27])[c:2]([O:3][CH2:4][CH2:5][CH2:6][NH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][n:13]2)[cH:14][cH:15][c:16]([CH2:17][C:18]([CH3:19])([CH3:20])[CH2:21][C:22](=[O:23])[OH:24])[cH:25]1,Br-[c:1].C-[Si](-C)(-C)-[C:2]#C>>[C:2]-[c:1]
7269,C1CCOC1.CC(C)(C)[O-].Cl.Cl[CH2:1][CH2:2][NH:3][C:4](=[O:5])[NH:6][CH2:7][CH2:8][NH:9][C:10](=[O:11])[c:12]1[n:13][n:14][n:15](-[c:16]2[cH:17][cH:18][c:19]([C:20](=[O:21])[NH:22][CH2:23][C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]2)[c:30]1[CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][F:36].[K+]>>[CH2:1]1[CH2:2][NH:3][C:4](=[O:5])[N:6]1[CH2:7][CH2:8][NH:9][C:10](=[O:11])[c:12]1[n:13][n:14][n:15](-[c:16]2[cH:17][cH:18][c:19]([C:20](=[O:21])[NH:22][CH2:23][C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]2)[c:30]1[CH2:31][CH2:32][CH2:33][CH2:34][CH2:35][F:36],[N:1].Cl-[C:2]>>[C:2]-[N:1]
7416,B.C1CCOC1.ClC(Cl)Cl.OO.[CH:1](=[C:2]1[CH2:3][CH2:4][CH:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH2:14]1)[c:15]1[n:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[nH:23]1.[Na+].[OH-].[OH2:24]>>[CH:1]([CH:2]1[CH2:3][CH2:4][CH:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH2:14]1)([c:15]1[n:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[nH:23]1)[OH:24],[O:1].[C:2]=[C:3]>>[C:2]-[C:3]-[O:1]
7801,Cl[c:1]1[cH:2][c:3]([C:4]([NH2:5])=[O:6])[cH:7][c:8]([Cl:9])[n:10]1.N#Cc1cc(Cl)nc(N2CCC(O)CC2)c1.[OH:11][CH:12]1[CH2:13][CH2:14][NH:15][CH2:16][CH2:17]1>>[c:1]1([N:15]2[CH2:14][CH2:13][CH:12]([OH:11])[CH2:17][CH2:16]2)[cH:2][c:3]([C:4]([NH2:5])=[O:6])[cH:7][c:8]([Cl:9])[n:10]1,[N:1].Cl-[c:2]>>[N:1]-[c:2]
7888,BrCCBr.Br[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])([F:7])[F:8].C1CCOC1.[O:9]=[C:10]1[CH2:11][CH2:12][CH2:13][CH2:14][O:15]1.[Zn]>>[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])([F:7])([F:8])[C:10]1([OH:9])[CH2:11][CH2:12][CH2:13][CH2:14][O:15]1,Br-[C:1].O-[C:2]=[O:3]>>[C:1]-[C:2]-[O:3]
9216,Cc1ccc(-c2noc(CNC(C)C)n2)cc1.Cl[CH2:1][c:2]1[n:3][c:4](-[c:5]2[cH:6][n:7][cH:8][n:9][cH:10]2)[n:11][o:12]1.O=C([O-])[O-].[CH3:13][CH:14]([CH3:15])[NH2:16].[K+].[K+]>>[CH2:1]([c:2]1[n:3][c:4](-[c:5]2[cH:6][n:7][cH:8][n:9][cH:10]2)[n:11][o:12]1)[NH:16][CH:14]([CH3:13])[CH3:15],[N:1].Cl-[C:2]>>[C:2]-[N:1]
9665,[OH2:1].O[N:2]=[C:3]1[CH2:4][CH2:5][c:6]2[o:7][c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[c:14]21>>[O:1]=[C:3]1[NH:2][CH2:4][CH2:5][c:6]2[o:7][c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[c:14]21,[O:1].O-[N:2]=[C:3]-[C:4]>>[C:4]-[N:2]-[C:3]=[O:1]
9792,CC(C)C(C)(C)[Si](C)(C)[O:1][c:2]1[cH:3][c:4]([O:5][CH3:6])[c:7]([CH3:8])[c:9]2[c:10]1[CH2:11][S:12][CH2:13][C@@H:14]([c:15]1[n:16][c:17]([CH3:18])[n:19][o:20]1)[NH:21][C:22](=[S:23])[CH2:24][CH2:25][C@@H:26]([CH2:27][O:28][C:29](=[O:30])[c:31]1[cH:32][cH:33][c:34]([CH2:35][NH2:36])[cH:37][cH:38]1)[CH2:39][O:40][C:41]2=[O:42].CCOCC.CO.[ClH:43].[F-].[NH4+]>>[ClH:43].[OH:1][c:2]1[cH:3][c:4]([O:5][CH3:6])[c:7]([CH3:8])[c:9]2[c:10]1[CH2:11][S:12][CH2:13][C@@H:14]([c:15]1[n:16][c:17]([CH3:18])[n:19][o:20]1)[NH:21][C:22](=[S:23])[CH2:24][CH2:25][C@@H:26]([CH2:27][O:28][C:29](=[O:30])[c:31]1[cH:32][cH:33][c:34]([CH2:35][NH2:36])[cH:37][cH:38]1)[CH2:39][O:40][C:41]2=[O:42],C-C(-C)-C(-C)(-C)-[Si](-C)(-C)-[O:1]-c>>[O:1]
9915,CCOc1cnc(-c2cccc(C(O)c3nn(-c4cnn(C)c4)ccc3=O)c2)nc1.[CH3:1][n:2]1[cH:3][c:4](-[n:5]2[cH:6][cH:7][c:8](=[O:9])[c:10]([C:11](=[O:12])[c:13]3[cH:14][cH:15][c:16]4[n:17][cH:18][cH:19][cH:20][c:21]4[cH:22]3)[n:23]2)[cH:24][n:25]1>>[CH3:1][n:2]1[cH:3][c:4](-[n:5]2[cH:6][cH:7][c:8](=[O:9])[c:10]([CH:11]([OH:12])[c:13]3[cH:14][cH:15][c:16]4[n:17][cH:18][cH:19][cH:20][c:21]4[cH:22]3)[n:23]2)[cH:24][n:25]1,[C:1]=[O:2]>>[C:1]-[O:2]
10218,CC(=O)O[BH-](OC(C)=O)OC(C)=O.CO.ClC(Cl)Cl.O=[CH:1][c:2]1[cH:3][c:4]2[c:5]([n:6][n:7]1)[O:8][CH2:9][CH2:10][CH2:11]2.O=c1ccc2ccc(F)c3c2n1CC3CN1CCC(NCc2cc3c(nn2)OCCO3)CC1.[NH2:12][CH:13]1[CH2:14][CH2:15][N:16]([CH2:17][C:18]2([OH:19])[CH2:20][n:21]3[c:22](=[O:23])[cH:24][cH:25][c:26]4[cH:27][cH:28][c:29]([F:30])[c:31]2[c:32]34)[CH2:33][CH2:34]1.[Na+]>>[CH2:1]([c:2]1[cH:3][c:4]2[c:5]([n:6][n:7]1)[O:8][CH2:9][CH2:10][CH2:11]2)[NH:12][CH:13]1[CH2:14][CH2:15][N:16]([CH2:17][C:18]2([OH:19])[CH2:20][n:21]3[c:22](=[O:23])[cH:24][cH:25][c:26]4[cH:27][cH:28][c:29]([F:30])[c:31]2[c:32]34)[CH2:33][CH2:34]1,[N:1].O=[C:2]>>[C:2]-[N:1]
10408,C1CCC2=NCCCN2CC1.C1CCOC1.CCO.O=[CH:1][CH2:2][Cl:3].[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)[CH2:4][c:5]2[nH:6][c:7]3[cH:8][c:9](-[c:10]4[cH:11][cH:12][c:13]([O:14][CH2:15][CH3:16])[c:17]([C:18]([F:19])([F:20])[F:21])[cH:22]4)[n:23][c:24]([C:25]#[N:26])[c:27]3[n:28]2)cc1>>[CH:1]([CH2:2][Cl:3])=[CH:4][c:5]1[nH:6][c:7]2[cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([O:14][CH2:15][CH3:16])[c:17]([C:18]([F:19])([F:20])[F:21])[cH:22]3)[n:23][c:24]([C:25]#[N:26])[c:27]2[n:28]1,O=[C:1].[C:2]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1>>[C:1]=[C:2]
10676,C1CCOC1.COCN(c1cc(Cl)cnc1C(=O)N(C)OC)S(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1.Cl[CH2:1][O:2][CH3:3].O=C([O-])[O-].[CH3:4][O:5][N:6]([CH3:7])[C:8](=[O:9])[c:10]1[n:11][cH:12][c:13]([CH3:14])[cH:15][c:16]1[NH:17][S:18](=[O:19])(=[O:20])[c:21]1[cH:22][cH:23][c:24]([Cl:25])[c:26]([C:27]([F:28])([F:29])[F:30])[cH:31]1.[K+].[K+]>>[CH2:1]([O:2][CH3:3])[N:17]([c:16]1[c:10]([C:8]([N:6]([O:5][CH3:4])[CH3:7])=[O:9])[n:11][cH:12][c:13]([CH3:14])[cH:15]1)[S:18](=[O:19])(=[O:20])[c:21]1[cH:22][cH:23][c:24]([Cl:25])[c:26]([C:27]([F:28])([F:29])[F:30])[cH:31]1,[N:1].Cl-[C:2]>>[C:2]-[N:1]
11788,BrCCCCCCCCCCCCCCCCBr.CCCCCCCCCCCCCCCCBr.CN(C)C=O.Cc1ccccc1.O.O[c:1]1[cH:2][cH:3][c:4]2[n:5][cH:6][cH:7][cH:8][c:9]2[cH:10]1>>[cH:1]1[cH:2][cH:3][c:4]2[n:5][cH:6][cH:7][cH:8][c:9]2[cH:10]1,O-[c:1]>>[c:1]
11932,CC(C)C[Al+]CC(C)C.CCOC(C)=O.CCOCC.Cc1ccccc1.O=S(=O)([O-])[O-].[CH3:1][O:2][CH2:3][O:4][CH:5]1[CH2:6][C:7]2=[CH:8][C:9](=[O:10])[O:11][CH2:12][CH:13]2[CH:14]2[O:15][C:16]([CH3:17])([CH3:18])[O:19][CH:20]12.[H-].[Na+].[Na+]>>[CH3:1][O:2][CH2:3][O:4][CH:5]1[CH2:6][C:7]2=[CH:8][CH:9]([OH:10])[O:11][CH2:12][CH:13]2[CH:14]2[O:15][C:16]([CH3:17])([CH3:18])[O:19][CH:20]12,O-[C:1]=[O:2]>>[C:1]-[O:2]
12074,C=C1CNC(O[C:1](=[O:2])[O:3][C@H:4]([CH3:5])[O:6][C:7](=[O:8])[CH:9]([CH3:10])[CH3:11])O1.[NH2:12][CH2:13][C:14]1([CH2:15][C:16](=[O:17])[OH:18])[CH2:19][CH2:20][CH2:21][CH2:22][CH2:23]1>>[C:1](=[O:2])([O:3][C@H:4]([CH3:5])[O:6][C:7](=[O:8])[CH:9]([CH3:10])[CH3:11])[NH:12][CH2:13][C:14]1([CH2:15][C:16](=[O:17])[OH:18])[CH2:19][CH2:20][CH2:21][CH2:22][CH2:23]1,[N:1].C=C1-C-N-C(-O-[C:2](-O)=O)-O-1>>[C:2]-[N:1]
12581,CCO[C:1](=[O:2])[CH:3]([C:4](=O)[CH3:5])[CH:6]([CH3:7])[CH3:8].Cc1ccc(S(=O)(=O)O)cc1.ClC(Cl)Cl.O.[NH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[c:1]1([OH:2])[c:3]([CH:6]([CH3:7])[CH3:8])[c:4]([CH3:5])[n:9][c:10]2[c:11]1[cH:12][cH:13][cH:14][cH:15]2,[c:1].[N:2].C-C-O-[C:3](=[O:4])-[C:5]-[C:6]=O>>[O:4]-[c:3](:[c:1]):[c:5]:[c:6]:[n:2]
12808,CCCC[N+](CCCC)(CCCC)CCCC.CCOC(=O)O[C:1](=[O:2])[C@@H:3]1[CH2:4][C@@H:5]([O:6][S:7]([CH3:8])(=[O:9])=[O:10])[CH2:11][N:12]1[C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19].Cl.O.[BH4-].[Br-].[Na+]>>[CH2:1]([OH:2])[C@@H:3]1[CH2:4][C@@H:5]([O:6][S:7]([CH3:8])(=[O:9])=[O:10])[CH2:11][N:12]1[C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19],C-C-O-C(=O)-O-[C:1]=[O:2]>>[C:1]-[O:2]
13191,[CH:1]#[C:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][nH:8][c:9]([NH2:10])[n:11]1.[ClH:12].[N-:13]=[N+:14]=[N:15][CH2:16][CH2:17][c:18]1[cH:19][cH:20][s:21][cH:22]1>>[ClH:12].[cH:1]1[c:2]([CH2:3][CH2:4][CH2:5][c:6]2[cH:7][nH:8][c:9]([NH2:10])[n:11]2)[n:13][n:14][n:15]1[CH2:16][CH2:17][c:18]1[cH:19][cH:20][s:21][cH:22]1,[C:1]#[C:2].[N:3]=[N:4]=[N:5]>>[c:1]1:[c:2]:[n:3]:[n:4]:[n:5]:1
13553,CO.[CH3:1][S:2](=[O:3])(=[O:4])[OH:5].c1ccc(C(c2ccccc2)[N:6]2[CH2:7][C:8]([CH3:9])([NH:10][CH:11]3[CH2:12][CH2:13]3)[CH2:14]2)cc1>>[CH3:1][S:2](=[O:3])(=[O:4])[OH:5].[CH3:1][S:2](=[O:3])(=[O:4])[OH:5].[NH:6]1[CH2:7][C:8]([CH3:9])([NH:10][CH:11]2[CH2:12][CH2:13]2)[CH2:14]1,[N:1]-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1>>[N:1]
14553,Br[CH2:1][CH2:2][CH2:3][CH2:4][Cl:5].Cc1nnc(O[Si](C)(C)C)nc1O[Si](C)(C)C.O=c1cnn(CCCCCl)c(=O)[nH]1.[CH3:6][c:7]1[n:8][nH:9][c:10](=[O:11])[nH:12][c:13]1=[O:14]>>[CH2:1]([CH2:2][CH2:3][CH2:4][Cl:5])[n:9]1[n:8][c:7]([CH3:6])[c:13](=[O:14])[nH:12][c:10]1=[O:11],[n:1].Br-[C:2]>>[C:2]-[n:1]
