data_idx,mapped_rxn,template
4904,C1CCOC1.O[CH:1]([CH3:2])[CH:3]1[CH2:4][N:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH:14]1[c:15]1[cH:16][cH:17][c:18]([Cl:19])[c:20]([Cl:21])[cH:22]1.[OH:23][c:24]1[cH:25][cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32][n:33]1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>[CH:1]([CH3:2])([CH:3]1[CH2:4][N:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH:14]1[c:15]1[cH:16][cH:17][c:18]([Cl:19])[c:20]([Cl:21])[cH:22]1)[O:23][c:24]1[cH:25][cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32][n:33]1,O-[C:1].[O:2]-c>>[C:1]-[O:2]
5109,CO.O.O=CO.[BH3-]C#N.[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([N:7]=[CH:8][c:9]2[cH:10][cH:11][cH:12][c:13](-[c:14]3[c:15]([CH2:16][NH:17][C:18]([CH3:19])([CH3:20])[CH3:21])[cH:22][cH:23][c:24]4[cH:25][cH:26][cH:27][cH:28][c:29]34)[n:30]2)[c:31]([CH3:32])[cH:33]1.[Na+]>>[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([NH:7][CH2:8][c:9]2[cH:10][cH:11][cH:12][c:13](-[c:14]3[c:15]([CH2:16][NH:17][C:18]([CH3:19])([CH3:20])[CH3:21])[cH:22][cH:23][c:24]4[cH:25][cH:26][cH:27][cH:28][c:29]34)[n:30]2)[c:31]([CH3:32])[cH:33]1,[C:1]=[N:2]>>[C:1]-[N:2]
5256,CC(C)(C)[O:1][C:2]([C@H:3]([CH2:4][CH2:5][CH2:6][CH3:7])[NH2:8])=[O:9].CCOCC.ClCCl.O=C(O)C(F)(F)F>>[OH:1][C:2]([C@H:3]([CH2:4][CH2:5][CH2:6][CH3:7])[NH2:8])=[O:9],C-C(-C)(-C)-[O:1]-C=O>>[O:1]
5304,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1.COCCOC.Cl[C:12]([c:13]1[cH:14][c:15]2[c:16]([cH:17][cH:18]1)[C:19]([CH3:20])([CH3:21])[CH2:22][CH2:23][C:24]2([CH3:25])[CH3:26])=[O:27].Cl[Pd]Cl.[Zn].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1)[C:12]([c:13]1[cH:14][c:15]2[c:16]([cH:17][cH:18]1)[C:19]([CH3:20])([CH3:21])[CH2:22][CH2:23][C:24]2([CH3:25])[CH3:26])=[O:27],Cl-[C:1].Br-[C:2]>>[C:1]-[C:2]
6376,ClCCl.O=C(O[OH:1])c1cccc(Cl)c1.O=C([O-])O.[CH3:2][C:3]1([CH3:4])[CH2:5][N:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][n:13]2)[c:14]2[cH:15][c:16]([N+:17](=[O:18])[O-:19])[cH:20][cH:21][c:22]2[O:23]1.[Na+]>>[O-:1][n+:13]1[c:8]([CH2:7][N:6]2[CH2:5][C:3]([CH3:2])([CH3:4])[O:23][c:22]3[c:14]2[cH:15][c:16]([N+:17](=[O:18])[O-:19])[cH:20][cH:21]3)[cH:9][cH:10][cH:11][cH:12]1,[n:1].Cl-c1:c:c:c:c(-C(=O)-O-[O:2]):c:1>>[O:2]-[n:1]
7059,CC(C)(C)[O:1][C:2]([C:3]([O:4][CH2:5][C@H:6]1[CH2:7][CH2:8][CH2:9][C@@H:10]([CH2:11][O:12][CH2:13][c:14]2[c:15]([CH2:16][CH3:17])[o:18][c:19](-[c:20]3[cH:21][cH:22][c:23]([C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]3)[n:30]2)[CH2:31]1)([CH3:32])[CH3:33])=[O:34].ClCCl.O=C(O)C(F)(F)F>>[OH:1][C:2]([C:3]([O:4][CH2:5][C@H:6]1[CH2:7][CH2:8][CH2:9][C@@H:10]([CH2:11][O:12][CH2:13][c:14]2[c:15]([CH2:16][CH3:17])[o:18][c:19](-[c:20]3[cH:21][cH:22][c:23]([C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]3)[n:30]2)[CH2:31]1)([CH3:32])[CH3:33])=[O:34],C-C(-C)(-C)-[O:1]-C=O>>[O:1]
7268,CO.I[CH2:1][CH2:2][CH3:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[c:9]1[n:10][c:11]([SH:12])[nH:13][c:14]1[C:15](=[O:16])[O:17][CH2:18][CH3:19].[Na]>>[CH2:1]([CH2:2][CH3:3])[S:12][c:11]1[n:10][c:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[c:14]([C:15](=[O:16])[O:17][CH2:18][CH3:19])[nH:13]1,[S:1].I-[C:2]>>[C:2]-[S:1]
7335,CCO.CCOC(C)=O.O=[C:1]1[CH2:2][CH2:3][N:4]([c:5]2[cH:6][cH:7][c:8](-[n:9]3[cH:10][c:11]([CH2:12][NH:13][C:14]([O:15][CH3:16])=[S:17])[n:18][n:19]3)[cH:20][c:21]2[F:22])[CH2:23][CH2:24]1.[Cs+].[F-].[N:25]#[C:26][CH2:27][C:28]#[N:29]>>[C:1]1(=[C:27]([C:26]#[N:25])[C:28]#[N:29])[CH2:2][CH2:3][N:4]([c:5]2[cH:6][cH:7][c:8](-[n:9]3[cH:10][c:11]([CH2:12][NH:13][C:14]([O:15][CH3:16])=[S:17])[n:18][n:19]3)[cH:20][c:21]2[F:22])[CH2:23][CH2:24]1,O=[C:1].N#C-[C:2]-C#N>>[C:1]=[C:2]
7434,CN(C)C=O.CS(=O)(=O)O[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][S:7]([CH3:8])(=[O:9])=[O:10].[CH2:11]=[C:12]([CH2:13][OH:14])[CH2:15][O:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH3:32].[H-].[Na+]>>[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][O:6][S:7]([CH3:8])(=[O:9])=[O:10])[O:14][CH2:13][C:12](=[CH2:11])[CH2:15][O:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][CH3:32],[O:1].C-S(=O)(=O)-O-[C:2]>>[C:2]-[O:1]
7942,CC(C)(C)[O:1][C:2]([CH2:3][CH:4]([C:5]([O:6][CH3:7])=[O:8])[c:9]1[cH:10][cH:11][c:12]([Cl:13])[c:14]([Cl:15])[cH:16]1)=[O:17].ClCCl.O=C(O)C(F)(F)F>>[OH:1][C:2]([CH2:3][CH:4]([C:5]([O:6][CH3:7])=[O:8])[c:9]1[cH:10][cH:11][c:12]([Cl:13])[c:14]([Cl:15])[cH:16]1)=[O:17],C-C(-C)(-C)-[O:1]-C=O>>[O:1]
8019,Br[c:1]1[c:2]([F:3])[cH:4][c:5]2[c:6]([cH:7]1)[O:8][C:9]([c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[F:16])([c:17]1[cH:18][cH:19][c:20]([Cl:21])[cH:22][c:23]1[Cl:24])[O:25]2.CCOCC.Cl[C:26](=[O:27])[N:28]1[CH2:29][CH2:30][O:31][CH2:32][CH2:33]1.O=C([O-])O.[Li]CCCC.[Na+]>>[c:1]1([C:26](=[O:27])[N:28]2[CH2:29][CH2:30][O:31][CH2:32][CH2:33]2)[c:2]([F:3])[cH:4][c:5]2[c:6]([cH:7]1)[O:8][C:9]([c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[F:16])([c:17]1[cH:18][cH:19][c:20]([Cl:21])[cH:22][c:23]1[Cl:24])[O:25]2,Br-[c:1].Cl-[C:2]>>[C:2]-[c:1]
8034,Br[c:1]1[c:2]([CH3:3])[s:4][c:5]2[n:6][cH:7][n:8][c:9]([S:10][CH2:11][C:12]([O:13][CH3:14])=[O:15])[c:16]12.CC(=O)O[Pd]OC(C)=O.Cc1ccccc1.O.O=P([O-])([O-])[O-].OB(O)[CH:17]1[CH2:18][CH2:19]1.[K+].[K+].[K+]>>[c:1]1([CH:17]2[CH2:18][CH2:19]2)[c:2]([CH3:3])[s:4][c:5]2[n:6][cH:7][n:8][c:9]([S:10][CH2:11][C:12]([O:13][CH3:14])=[O:15])[c:16]12,Br-[c:1].O-B(-O)-[C:2]>>[C:2]-[c:1]
8243,C1CCOC1.O.O=C([O-])[O-].O=S(=O)(O[C:1]1=[CH:2][CH2:3][N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][CH2:13]1)C(F)(F)F.OB(O)[c:14]1[cH:15][cH:16][cH:17][n:18][cH:19]1.[Cl-].[Li+].[Na+].[Na+]>>[C:1]1([c:14]2[cH:15][cH:16][cH:17][n:18][cH:19]2)=[CH:2][CH2:3][N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][CH2:13]1,O-B(-O)-[c:1].C=[C:2]-O-S(=O)(=O)-C(-F)(-F)-F>>[C:2]-[c:1]
8446,OB(O)[c:1]1[cH:2][cH:3][c:4]([CH2:5][CH2:6][CH2:7][CH3:8])[cH:9][cH:10]1.[CH3:11][O:12][C:13](=[S:14])[c:15]1[cH:16][c:17]([NH2:18])[c:19]([CH3:20])[s:21]1>>[c:1]1([NH:18][c:17]2[cH:16][c:15]([C:13]([O:12][CH3:11])=[S:14])[s:21][c:19]2[CH3:20])[cH:2][cH:3][c:4]([CH2:5][CH2:6][CH2:7][CH3:8])[cH:9][cH:10]1,[N:1].O-B(-O)-[c:2]>>[N:1]-[c:2]
9125,CS(C)=O.C[S+](C)(=O)[CH3:1].O.[CH3:2][O:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9](/[CH:10]=[CH:11]/[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[cH:19][cH:20]1.[H-].[I-].[Na+]>>[CH2:1]1[C@@H:10]([c:9]2[cH:8][cH:7][c:6]([C:4]([O:3][CH3:2])=[O:5])[cH:20][cH:19]2)[C@@H:11]1[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18],[C:1]=[C:2].C-[S+](-C)(=O)-[C:3]>>[C:1]1-[C:2]-[C:3]-1
9146,Br[c:1]1[n:2]([CH:3]([CH3:4])[CH3:5])[c:6]2[c:7]([c:8]1-[c:9]1[cH:10][cH:11][c:12]([F:13])[cH:14][cH:15]1)[cH:16][cH:17][cH:18][cH:19]2.CN(C)C=O.O.O=C([O-])[O-].[CH2:20]=[CH:21][C:22](=[O:23])[OH:24].[Cs+].[Cs+]>>[c:1]1(/[CH:20]=[CH:21]/[C:22](=[O:23])[OH:24])[n:2]([CH:3]([CH3:4])[CH3:5])[c:6]2[c:7]([c:8]1-[c:9]1[cH:10][cH:11][c:12]([F:13])[cH:14][cH:15]1)[cH:16][cH:17][cH:18][cH:19]2,Br-[c:1].C=[C:2]>>[C:2]-[c:1]
9170,Br[c:1]1[cH:2][c:3]([C:4]#[N:5])[c:6]([F:7])[cH:8][cH:9]1.CCCC[Sn](CCCC)(CCCC)[CH2:10][CH:11]=[CH2:12].CCOC(C)=O.CN(C)C=O.c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[c:1]1([CH2:10][CH:11]=[CH2:12])[cH:2][c:3]([C:4]#[N:5])[c:6]([F:7])[cH:8][cH:9]1,Br-[c:1].C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[C:2]-C=C>>[C:2]-[c:1]
11077,O[CH2:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][O:7][c:8]2[cH:9][cH:10][c:11]([C:12]([NH:13][c:14]3[c:15]([CH3:16])[cH:17][cH:18][c:19]([C:20](=[O:21])[NH:22][CH:23]4[CH2:24][CH2:25]4)[cH:26]3)=[O:27])[cH:28][cH:29]2)[n:30][cH:31]1.[CH3:32][CH:33]([CH3:34])[NH2:35]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([CH2:6][O:7][c:8]2[cH:9][cH:10][c:11]([C:12]([NH:13][c:14]3[c:15]([CH3:16])[cH:17][cH:18][c:19]([C:20](=[O:21])[NH:22][CH:23]4[CH2:24][CH2:25]4)[cH:26]3)=[O:27])[cH:28][cH:29]2)[n:30][cH:31]1)[NH:35][CH:33]([CH3:32])[CH3:34],[N:1].O-[C:2]>>[C:2]-[N:1]
11705,C1COCCO1.CC(=O)O.Cl[Cu].O=[CH2:1].[CH2:2]1[CH2:3][CH2:4][NH:5][CH2:6]1.[CH:7]#[C:8][C:9]1([C:10]([F:11])([F:12])[F:13])[O:14][C:15](=[O:16])[NH:17][c:18]2[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]21>>[CH2:1]([N:5]1[CH2:4][CH2:3][CH2:2][CH2:6]1)[C:7]#[C:8][C:9]1([C:10]([F:11])([F:12])[F:13])[O:14][C:15](=[O:16])[NH:17][c:18]2[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]21,[N:1].O=[C:2].C#[C:3]>>[C:3]-[C:2]-[N:1]
