data_idx,mapped_rxn,template
2566,CC(=O)[O-].CCO.O.O.O.O=[C:1]([C@H:2]1[CH2:3][CH2:4][C@H:5]([NH:6][C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[CH2:14]1)[O:15]/[N:16]=[C:17](\[NH2:18])[C:19]([F:20])([F:21])[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[Na+]>>[c:1]1([C@H:2]2[CH2:3][CH2:4][C@H:5]([NH:6][C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[CH2:14]2)[o:15][n:16][c:17]([C:19]([F:20])([F:21])[c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[n:18]1,O=[C:2]-[O:3]/[N:4]=[C:5]\[N:1]>>[n:1]1:[c:2]:[o:3]:[n:4]:[c:5]:1
2707,CCN(CC)CC.CCOP(=O)(C#N)OCC.CN(C)C=O.O.O[C:1](=[O:2])[CH2:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][c:17]1[O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[cH:26]1[cH:27][cH:28][c:29]([CH2:30][N:31]2[CH2:32][CH2:33][NH:34][CH2:35][CH2:36]2)[cH:37][cH:38]1>>[C:1](=[O:2])([CH2:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][c:17]1[O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[N:34]1[CH2:33][CH2:32][N:31]([CH2:30][c:29]2[cH:28][cH:27][cH:26][cH:38][cH:37]2)[CH2:36][CH2:35]1,[N:2].O-[C:1]=O>>O=[C:1]-[N:2]
3085,C1COCCO1.CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].O=C([O-])O.[CH3:8][O:9][C:10](=[O:11])[CH:12]([c:13]1[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]1)[n:20]1[cH:21][cH:22][c:23]2[c:24]([NH2:25])[cH:26][cH:27][cH:28][c:29]12.[Na+]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:25][c:24]1[c:23]2[cH:22][cH:21][n:20]([CH:12]([C:10]([O:9][CH3:8])=[O:11])[c:13]3[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]3)[c:29]2[cH:28][cH:27][cH:26]1,[N:2].C-C(-C)(-C)-O-C(=O)-O-[C:1](-O)=O>>O-[C:1](=O)-[N:2]
3152,CCN(CC)CC.ClCCl.O[C:1](=[O:2])/[CH:3]=[C:4](\[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1.[CH3:17][O:18][c:19]1[cH:20][c:21]([C:22](=[O:23])[N:24]2[CH2:25][CH2:26][NH:27][CH2:28][CH2:29]2)[cH:30][c:31]([O:32][CH3:33])[c:34]1[O:35][CH3:36].[N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1>>[C:1](=[O:2])(/[CH:3]=[C:4](\[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1)[N:27]1[CH2:26][CH2:25][N:24]([C:22]([c:21]2[cH:20][c:19]([O:18][CH3:17])[c:34]([O:35][CH3:36])[c:31]([O:32][CH3:33])[cH:30]2)=[O:23])[CH2:29][CH2:28]1,[N:2].O-[C:1]=O>>O=[C:1]-[N:2]
3251,CC(=O)[O:1][CH2:2][C:3](=[O:4])[C@@H:5]1[CH2:6][CH2:7][CH2:8][N:9]1[C:10](=[O:11])[C@@H:12]1[CH2:13][CH2:14][CH2:15][N:16]1[C:17](=[O:18])[NH:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.CO.O.O=C([O-])[O-].[K+].[K+]>>[OH:1][CH2:2][C:3](=[O:4])[C@@H:5]1[CH2:6][CH2:7][CH2:8][N:9]1[C:10](=[O:11])[C@@H:12]1[CH2:13][CH2:14][CH2:15][N:16]1[C:17](=[O:18])[NH:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,C-C(=O)-[O:1]>>[O:1]
3322,CCOC(C)=O.Cc1ccc(S(=O)(=O)O)cc1.O.O.O=S([O-])O.O=[CH:1][c:2]1[c:3]([CH3:4])[cH:5][cH:6][cH:7][cH:8]1.[CH3:9][O:10][c:11]1[cH:12][c:13]([NH2:14])[c:15]([C:16]([NH2:17])=[O:18])[c:19]([O:20][CH3:21])[cH:22]1.[Na+]>>[c:1]1(-[c:2]2[c:3]([CH3:4])[cH:5][cH:6][cH:7][cH:8]2)[n:14][c:13]2[cH:12][c:11]([O:10][CH3:9])[cH:22][c:19]([O:20][CH3:21])[c:15]2[c:16](=[O:18])[nH:17]1,O=[C:5].O=[C:1](-[N:6])-[c:2]:[c:3]-[N:4]>>O=[c:1]1:[c:2]:[c:3]:[n:4]:[c:5]:[n:6]:1
3468,CC(C)(C)OC(=O)[CH:1]([C:2]([c:3]1[c:4]([Cl:5])[cH:6][cH:7][c:8]([C:9]([O:10][CH3:11])=[O:12])[c:13]1[Cl:14])=[O:15])[C:16]([CH3:17])=[O:18].CCOC(C)=O.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccccc1.O>>[CH2:1]([C:2]([c:3]1[c:4]([Cl:5])[cH:6][cH:7][c:8]([C:9]([O:10][CH3:11])=[O:12])[c:13]1[Cl:14])=[O:15])[C:16]([CH3:17])=[O:18],C-C(-C)(-C)-O-C(=O)-[C:1](-C=O)-C=O>>O=C-[C:1]-C=O
3517,CN(C)C=O.F[c:1]1[c:2]([S:3][CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[cH:13][c:14]([C:15]([O:16][CH3:17])=[O:18])[c:19]([NH:20][c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]2[F:27])[c:28]1[F:29].O.[N-:30]=[N+:31]=[N-:32].[Na+]>>[c:1]1([N:30]=[N+:31]=[N-:32])[c:2]([S:3][CH2:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]2)[cH:13][c:14]([C:15]([O:16][CH3:17])=[O:18])[c:19]([NH:20][c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]2[F:27])[c:28]1[F:29],F-[c:2].N=[N:1]>>N=[N:1]-[c:2]
3532,CCO.N#N.O=C(OCc1ccccc1)[C@:1]1([C:2]([NH2:3])=[O:4])[N:5]([CH2:6][CH2:7][CH:8]([CH3:9])[CH3:10])[CH2:11][CH2:12][CH2:13]1.[Pd]>>[C@H:1]1([C:2]([NH2:3])=[O:4])[N:5]([CH2:6][CH2:7][CH:8]([CH3:9])[CH3:10])[CH2:11][CH2:12][CH2:13]1,O=C-[C:1]-C(=O)-O-C-c1:c:c:c:c:c:1>>O=C-[C:1]
3987,CC(=O)O.CC(=O)O[OH:1].ClC(Cl)Cl.[CH3:2][O:3][C:4](=[O:5])[C:6]1=[C:7]([CH2:8][c:9]2[cH:10][cH:11][c:12]([Cl:13])[cH:14][cH:15]2)[CH2:16][CH2:17][C:18]1([CH3:19])[CH3:20]>>[O:1]1[C:6]2([C:4]([O:3][CH3:2])=[O:5])[C:7]1([CH2:8][c:9]1[cH:10][cH:11][c:12]([Cl:13])[cH:14][cH:15]1)[CH2:16][CH2:17][C:18]2([CH3:19])[CH3:20],[C:1]=[C:2].C-C(=O)-O-[O:3]>>[C:1]1-[C:2]-[O:3]-1
4127,BrCCBr.C1CCOC1.C[Si](C)(C)Cl.Cc1ccccc1.Cl.Cl[P:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1.[Zn]>>[PH:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,Cl-[P:1]>>[P:1]
4544,CCOC(C)=O.CO.[Pd].c1ccc(C[O:1][C:2]([C@@H:3]2[C@:4]([CH2:5][CH2:6][c:7]3[cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14]3)([CH3:15])[C:16](=[O:17])[N:18]2[C:19](=[O:20])[NH:21][C@H:22]([CH3:23])[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)=[O:30])cc1>>[OH:1][C:2]([C@@H:3]1[C@:4]([CH2:5][CH2:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14]2)([CH3:15])[C:16](=[O:17])[N:18]1[C:19](=[O:20])[NH:21][C@H:22]([CH3:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)=[O:30],O=C-[O:1]-C-c1:c:c:c:c:c:1>>O=C-[O:1]
4857,COc1ccc(CN2CC(C(C)C)NC2=O)cc1.COc1ccc(C[N:1]2[CH2:2][CH:3]([CH:4]([CH3:5])[CH3:6])[N:7]([c:8]3[cH:9][cH:10][c:11]([C:12](=[O:13])[N:14]4[CH2:15][CH2:16][N:17]([c:18]5[n:19][cH:20][c:21]([CH3:22])[cH:23][c:24]5[CH3:25])[CH2:26][CH2:27]4)[cH:28][cH:29]3)[C:30]2=[O:31])cc1.Cc1cnc(N2CCN(C(=O)c3ccc(I)cc3)CC2)c(C)c1>>[NH:1]1[CH2:2][CH:3]([CH:4]([CH3:5])[CH3:6])[N:7]([c:8]2[cH:9][cH:10][c:11]([C:12](=[O:13])[N:14]3[CH2:15][CH2:16][N:17]([c:18]4[n:19][cH:20][c:21]([CH3:22])[cH:23][c:24]4[CH3:25])[CH2:26][CH2:27]3)[cH:28][cH:29]2)[C:30]1=[O:31],C-O-c1:c:c:c(-C-[N:1]):c:c:1>>[N:1]
4858,CN(C)c1ccncc1.CN1C(C)(C)CCCC1(C)C.ClCCl.Cl[C:1]([O:2][CH2:3][CH2:4][CH2:5][CH3:6])=[O:7].[CH:8]#[C:9][CH2:10][CH2:11][CH2:12][CH3:13].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[C:1]([O:2][CH2:3][CH2:4][CH2:5][CH3:6])(=[O:7])[C:8]#[C:9][CH2:10][CH2:11][CH2:12][CH3:13],C#[C:1].Cl-[C:2](-O)=O>>C#[C:1]-[C:2](-O)=O
4966,CCN(CC)CC.ClCCl.Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][c:6]([Cl:7])[cH:8][c:9]([Cl:10])[cH:11]1.[F:12][c:13]1[cH:14][cH:15][c:16]([CH2:17][NH:18][CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[CH2:26][NH:27][CH2:28][c:29]2[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]2)[cH:36][cH:37]1>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][c:6]([Cl:7])[cH:8][c:9]([Cl:10])[cH:11]1)[N:18]([CH2:17][c:16]1[cH:15][cH:14][c:13]([F:12])[cH:37][cH:36]1)[CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]1[CH2:26][NH:27][CH2:28][c:29]1[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]1,[N:1].Cl-[S:2]>>[N:1]-[S:2]
5067,CC(=O)O.ClCCl.O=C([O-])[O-].O=[C:1]([CH2:2]Br)[CH2:3][CH:4]1[CH2:5][CH2:6]1.[CH3:7][O:8][C:9](=[O:10])[C:11]([CH3:12])([CH3:13])[CH2:14][O:15][c:16]1[cH:17][c:18]([CH3:19])[c:20](-[c:21]2[cH:22][cH:23][c:24]([C:25](=[NH:26])[NH2:27])[c:28]([F:29])[cH:30]2)[cH:31][n:32]1.[K+].[K+]>>[c:1]1([CH2:3][CH:4]2[CH2:5][CH2:6]2)[cH:2][n:26][c:25](-[c:24]2[cH:23][cH:22][c:21](-[c:20]3[c:18]([CH3:19])[cH:17][c:16]([O:15][CH2:14][C:11]([C:9]([O:8][CH3:7])=[O:10])([CH3:12])[CH3:13])[n:32][cH:31]3)[cH:30][c:28]2[F:29])[nH:27]1,Br-[C:2]-[C:1]=O.[N:5]-[C:4]=[N:3]>>[c:1]1:[c:2]:[n:3]:[c:4]:[n:5]:1
5283,Br[CH2:1][c:2]1[c:3]([F:4])[cH:5][c:6]([C:7]([NH:8][S:9]([CH3:10])(=[O:11])=[O:12])=[O:13])[c:14]([F:15])[cH:16]1.C1CCOC1.CC1(C)OB([c:17]2[cH:18][n:19][c:20]([O:21][C:22]([CH3:23])([CH3:24])[CH3:25])[c:26]([Cl:27])[cH:28]2)OC1(C)C.O=C([O-])[O-].[K+].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[CH2:1]([c:2]1[c:3]([F:4])[cH:5][c:6]([C:7]([NH:8][S:9]([CH3:10])(=[O:11])=[O:12])=[O:13])[c:14]([F:15])[cH:16]1)[c:17]1[cH:18][n:19][c:20]([O:21][C:22]([CH3:23])([CH3:24])[CH3:25])[c:26]([Cl:27])[cH:28]1,Br-[C:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C>>[C:1]-[c:2]
5707,C1CCOC1.CC(C)(C)[O-].CCOC(C)=O.I[CH2:1][CH3:2].[CH3:3][C@@H:4]([CH2:5][OH:6])[N:7]1[C:8](=[O:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[C:16]1=[O:17].[K+]>>[CH2:1]([CH3:2])[O:6][CH2:5][C@H:4]([CH3:3])[N:7]1[C:8](=[O:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[C:16]1=[O:17],[O:1].I-[C:2]>>[O:1]-[C:2]
5762,Cc1ccc(S(=O)(=O)O)cc1.[OH:22][CH3:1].[CH3:2][C:3](=[O:4])[O:5][CH:6]([CH2:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[C:16]1=[CH:17][C:18](=[O:19])[O:20][CH:21]1O>>[CH3:1][O:22][CH:21]1[C:16]([CH:6]([O:5][C:3]([CH3:2])=[O:4])[CH2:7][CH2:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)=[CH:17][C:18](=[O:19])[O:20]1,[O:2].O-[C:1]-O>>O-[C:1]-[O:2]
6408,Br[CH2:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.CCOC(C)=O.Cc1ccccc1.O=C([O-])[O-].[ClH:9].[I-].[K+].[K+].[K+].[O:10]=[C:11]([c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[CH:18]1[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]1>>[CH2:1]([CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[N:21]1[CH2:20][CH2:19][CH:18]([C:11](=[O:10])[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:23][CH2:22]1.[ClH:9],[N:1].Br-[C:2]>>[N:1]-[C:2]
6486,CC(C)(C)[O:1][C:2]([CH:3]([CH3:4])[N:5]1[CH2:6][CH2:7][CH:8]([c:9]2[n:10][cH:11][c:12](-[c:13]3[cH:14][cH:15][c:16]([NH:17][C:18](=[O:19])[NH:20][c:21]4[cH:22][cH:23][cH:24][cH:25][c:26]4[Cl:27])[cH:28][cH:29]3)[s:30]2)[CH2:31][CH2:32]1)=[O:33].O=C(O)C(F)(F)F.O=C(O)CC1CCC(c2ncc(-c3ccc(NC(=O)Nc4ccccc4F)cc3)s2)CC1>>[OH:1][C:2]([CH:3]([CH3:4])[N:5]1[CH2:6][CH2:7][CH:8]([c:9]2[n:10][cH:11][c:12](-[c:13]3[cH:14][cH:15][c:16]([NH:17][C:18](=[O:19])[NH:20][c:21]4[cH:22][cH:23][cH:24][cH:25][c:26]4[Cl:27])[cH:28][cH:29]3)[s:30]2)[CH2:31][CH2:32]1)=[O:33],C-C(-C)(-C)-[O:1]-C=O>>O=C-[O:1]
6495,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([Cl:11])[cH:12][cH:13]2)[cH:14][cH:15]1.[CH3:16][O:17][C:18](=[O:19])[c:20]1[cH:21][c:22]([CH2:23][CH2:24][NH2:25])[cH:26][cH:27][c:28]1[CH2:29][N:30]1[CH2:31][CH2:32][CH2:33][CH2:34]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([Cl:11])[cH:12][cH:13]2)[cH:14][cH:15]1)[NH:25][CH2:24][CH2:23][c:22]1[cH:21][c:20]([C:18]([O:17][CH3:16])=[O:19])[c:28]([CH2:29][N:30]2[CH2:31][CH2:32][CH2:33][CH2:34]2)[cH:27][cH:26]1,[N:2].O-[C:1]=O>>O=[C:1]-[N:2]
6704,C=[CH:1][c:2]1[s:3][cH:4][n:5][c:6]1[CH3:7].C=[CH:8][CH2:9][CH2:10][CH2:11][CH2:12][CH:13]([O:14][CH:15]1[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]1)[C:21](=[O:22])[O:23][CH3:24].Cc1ccccc1>>[CH:1](\[c:2]1[s:3][cH:4][n:5][c:6]1[CH3:7])=[CH:8]/[CH2:9][CH2:10][CH2:11][CH2:12][CH:13]([O:14][CH:15]1[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]1)[C:21](=[O:22])[O:23][CH3:24],C=[C:1].C=[C:2]>>[C:1]=[C:2]
6897,[OH2:1].C1CO[CH:2]([CH2:3][n:4]2[c:5](=[O:6])[cH:7][cH:8][c:9]3[cH:10][cH:11][n:12][cH:13][c:14]23)O1.O=C(O)C(F)(F)F>>[O:1]=[CH:2][CH2:3][n:4]1[c:5](=[O:6])[cH:7][cH:8][c:9]2[cH:10][cH:11][n:12][cH:13][c:14]12,[O:1].C1-C-O-[C:2]-O-1>>[O:1]=[C:2]
