data_idx,mapped_rxn,template
3158,BrC(Br)(Br)[Br:1].C1CCOC1.O=C([O-])O.O[CH2:2][c:3]1[cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([C:10]([CH:11]([CH3:12])[CH3:13])([CH3:14])[c:15]3[cH:16][cH:17][c:18]([O:19][CH2:20][c:21]4[cH:22][cH:23][cH:24][cH:25][n:26]4)[cH:27][n:28]3)[cH:29][cH:30]2)[o:31][n:32]1.[Na+].c1ccc(P(c2ccccc2)c2ccccc2)cc1>>[Br:1][CH2:2][c:3]1[cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([C:10]([CH:11]([CH3:12])[CH3:13])([CH3:14])[c:15]3[cH:16][cH:17][c:18]([O:19][CH2:20][c:21]4[cH:22][cH:23][cH:24][cH:25][n:26]4)[cH:27][n:28]3)[cH:29][cH:30]2)[o:31][n:32]1,O-[C:1].Br-C(-Br)(-Br)-[Br:2]>>[C:1]-[Br:2]
4003,C1COCCO1.CC1(C)OB([c:1]2[cH:2][cH:3][c:4]([NH2:5])[cH:6][c:7]2[F:8])OC1(C)C.I[c:9]1[c:10]([NH2:11])[n:12][cH:13][c:14]([Br:15])[cH:16]1.O.O=C([O-])O.O=C([O-])[O-].[K+].[K+].[Na+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[c:1]1(-[c:9]2[c:10]([NH2:11])[n:12][cH:13][c:14]([Br:15])[cH:16]2)[cH:2][cH:3][c:4]([NH2:5])[cH:6][c:7]1[F:8],I-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C>>[c:1]-[c:2]
4247,CN(C)c1ccncc1.ClCCl.Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])=[O:10].[CH3:11][O:12][c:13]1[cH:14][cH:15][c:16]2[c:17]([cH:18]1)[CH:19]=[CH:20][c:21]1[cH:22][cH:23][cH:24][cH:25][c:26]1[CH:27]2[CH2:28][OH:29].c1ccncc1>>[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])(=[O:10])[O:29][CH2:28][CH:27]1[c:16]2[cH:15][cH:14][c:13]([O:12][CH3:11])[cH:18][c:17]2[CH:19]=[CH:20][c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]21,[O:1].Cl-[S:2]>>[O:1]-[S:2]
4467,CN(C)C=O.I[CH3:1].O.[CH3:2][O:3][c:4]1[c:5]([C:6](=[O:7])[NH:8][c:9]2[c:10]([Br:11])[cH:12][c:13]([C:14]([F:15])([C:16]([F:17])([F:18])[F:19])[C:20]([F:21])([F:22])[F:23])[cH:24][c:25]2[Br:26])[cH:27][cH:28][cH:29][c:30]1[N:31]([CH3:32])[C:33](=[O:34])[c:35]1[cH:36][cH:37][n:38][cH:39][cH:40]1.[H-].[Na+]>>[CH3:1][N:8]([C:6]([c:5]1[c:4]([O:3][CH3:2])[c:30]([N:31]([CH3:32])[C:33](=[O:34])[c:35]2[cH:36][cH:37][n:38][cH:39][cH:40]2)[cH:29][cH:28][cH:27]1)=[O:7])[c:9]1[c:10]([Br:11])[cH:12][c:13]([C:14]([F:15])([C:16]([F:17])([F:18])[F:19])[C:20]([F:21])([F:22])[F:23])[cH:24][c:25]1[Br:26],[N:1].I-[C:2]>>[N:1]-[C:2]
4615,ClCCl.O=C(O[OH:1])c1cccc(Cl)c1.O=S([O-])([O-])=S.[CH3:2][CH2:3][CH2:4][CH2:5][O:6][CH2:7][CH2:8][O:9][c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][c:17]3[c:18]([cH:19]2)[CH:20]=[C:21]([C:22](=[O:23])[NH:24][c:25]2[cH:26][cH:27][c:28]([S:29][CH2:30][c:31]4[n:32][cH:33][cH:34][s:35]4)[cH:36][cH:37]2)[CH2:38][CH2:39][N:40]3[CH2:41][CH:42]([CH3:43])[CH3:44])[cH:45][cH:46]1.[Na+].[Na+]>>[O:1]=[S:29]([c:28]1[cH:27][cH:26][c:25]([NH:24][C:22]([C:21]2=[CH:20][c:18]3[c:17]([cH:16][cH:15][c:14](-[c:13]4[cH:12][cH:11][c:10]([O:9][CH2:8][CH2:7][O:6][CH2:5][CH2:4][CH2:3][CH3:2])[cH:46][cH:45]4)[cH:19]3)[N:40]([CH2:41][CH:42]([CH3:43])[CH3:44])[CH2:39][CH2:38]2)=[O:23])[cH:37][cH:36]1)[CH2:30][c:31]1[n:32][cH:33][cH:34][s:35]1,[S:1].Cl-c1:c:c:c:c(-C(=O)-O-[O:2]):c:1>>[S:1]=[O:2]
4773,CCN=C=NCCCN(C)C.CCOC(C)=O.CN(C)C=O.Cl.O[C:1]([C@@H:2]([NH:3][C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)=[O:18].On1nnc2ccccc21.[CH3:19][NH2:20]>>[C:1]([C@@H:2]([NH:3][C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)(=[O:18])[NH:20][CH3:19],[N:2].O-[C:1]=O>>O=[C:1]-[N:2]
4865,CN(C)C=O.ClCCl.O.O=C(Cl)C(=O)Cl.O=C([O-])[O-].O[C:1](=[O:2])[CH:3]1[CH2:4][CH2:5][N:6]([C:7](=[O:8])[c:9]2[cH:10][cH:11][c:12]([F:13])[cH:14][cH:15]2)[CH2:16][CH2:17]1.[CH3:18][CH2:19][CH2:20][CH2:21][NH2:22].[K+].[K+]>>[C:1](=[O:2])([CH:3]1[CH2:4][CH2:5][N:6]([C:7](=[O:8])[c:9]2[cH:10][cH:11][c:12]([F:13])[cH:14][cH:15]2)[CH2:16][CH2:17]1)[NH:22][CH2:21][CH2:20][CH2:19][CH3:18],[N:2].O-[C:1]=O>>O=[C:1]-[N:2]
4888,CCO[C:1](=[O:2])[CH:3]1[O:4][CH2:5][CH2:6][N:7]1[C:8](=[O:9])[c:10]1[cH:11][c:12]([CH3:13])[cH:14][cH:15][c:16]1-[n:17]1[n:18][cH:19][cH:20][n:21]1.CO.[BH4-].[Na+]>>[CH2:1]([OH:2])[CH:3]1[O:4][CH2:5][CH2:6][N:7]1[C:8](=[O:9])[c:10]1[cH:11][c:12]([CH3:13])[cH:14][cH:15][c:16]1-[n:17]1[n:18][cH:19][cH:20][n:21]1,C-C-O-[C:1]=[O:2]>>[C:1]-[O:2]
5142,C1CCC([n:1]2[c:2]3[cH:3][cH:4][c:5]([O:6][C@@H:7]4[CH2:8][CH2:9][CH2:10][C@H:11]([N:12]([CH3:13])[c:14]5[cH:15][cH:16][cH:17][cH:18][cH:19]5)[CH2:20]4)[c:21]([CH3:22])[c:23]3[cH:24][n:25]2)OC1.C1COCCO1.CC(C)O.Cl>>[nH:1]1[c:2]2[cH:3][cH:4][c:5]([O:6][C@@H:7]3[CH2:8][CH2:9][CH2:10][C@H:11]([N:12]([CH3:13])[c:14]4[cH:15][cH:16][cH:17][cH:18][cH:19]4)[CH2:20]3)[c:21]([CH3:22])[c:23]2[cH:24][n:25]1,[n:1]-C1-C-C-C-C-O-1>>[n:1]
5495,CCN(C(C)C)C(C)C.CCOC(C)=O.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.O.O[C:1]([c:2]1[cH:3][c:4]([C:5]([O:6][CH3:7])=[O:8])[cH:9][c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15]1)=[O:16].[N:17]#[C:18][CH2:19][CH2:20][NH2:21]>>[C:1]([c:2]1[cH:3][c:4]([C:5]([O:6][CH3:7])=[O:8])[cH:9][c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15]1)(=[O:16])[NH:21][CH2:20][CH2:19][C:18]#[N:17],[N:2].O-[C:1]=O>>O=[C:1]-[N:2]
5972,C1CCOC1.CC(C)C[Al+]CC(C)C.Cc1ccccc1.O=[C:1]([c:2]1[c:3]([Cl:4])[cH:5][cH:6][c:7]([NH:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20]2)[cH:21]1)[OH:22].[H-]>>[CH2:1]([c:2]1[c:3]([Cl:4])[cH:5][cH:6][c:7]([NH:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20]2)[cH:21]1)[OH:22],O-[C:1]=O>>O-[C:1]
6216,O[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1.[CH3:11][O:12][C:13](=[O:14])[CH2:15][CH2:16][CH2:17][CH2:18][O:19][c:20]1[cH:21][c:22]2[c:23]([cH:24][c:25]1[NH2:26])[n:27][c:28](-[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)[n:35]2-[c:36]1[cH:37][cH:38][c:39]([O:40][CH3:41])[cH:42][cH:43]1.[Cl-]>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1)[NH:26][c:25]1[c:20]([O:19][CH2:18][CH2:17][CH2:16][CH2:15][C:13]([O:12][CH3:11])=[O:14])[cH:21][c:22]2[c:23]([cH:24]1)[n:27][c:28](-[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)[n:35]2-[c:36]1[cH:37][cH:38][c:39]([O:40][CH3:41])[cH:42][cH:43]1,[N:1].O-[S:2]>>[N:1]-[S:2]
6392,CO.C[Si](C)(C)[C:1]#[C:2][c:3]1[cH:4][n:5][c:6]([NH:7][CH2:8][CH:9]2[CH2:10][CH2:11][N:12]([C:13](=[O:14])[C@@H:15]3[CH2:16][C@H:17]3[c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[CH2:24][CH2:25]2)[n:26][cH:27]1.O=C([O-])[O-].[K+].[K+]>>[CH:1]#[C:2][c:3]1[cH:4][n:5][c:6]([NH:7][CH2:8][CH:9]2[CH2:10][CH2:11][N:12]([C:13](=[O:14])[C@@H:15]3[CH2:16][C@H:17]3[c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[CH2:24][CH2:25]2)[n:26][cH:27]1,C-[Si](-C)(-C)-[C:1]#C>>C#[C:1]
6733,CO.N.O.O=P(Cl)(Cl)Cl.O=[C:1](O)[c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]([S:8][CH3:9])[s:10]1.[NH2:11][c:12]1[cH:13][cH:14][cH:15][n:16][c:17]1[NH2:18]>>[c:1]1(-[c:2]2[c:3]([O:4][CH3:5])[cH:6][c:7]([S:8][CH3:9])[s:10]2)[nH:11][c:12]2[cH:13][cH:14][cH:15][n:16][c:17]2[n:18]1,O-[C:2]=O.[N:1]-[c:5]:[c:4]-[N:3]>>[n:1]1:[c:2]:[n:3]:[c:4]:[c:5]:1
7119,CCO.NN.O.O=C1c2ccccc2C(=O)[N:1]1[CH2:2][CH:3]([c:4]1[cH:5][c:6]([O:7][CH3:8])[c:9]([O:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[cH:18][c:19]1[N+:20](=[O:21])[O-:22])[NH:23][c:24]1[cH:25][cH:26][c:27]([C:28]#[N:29])[cH:30][cH:31]1>>[NH2:1][CH2:2][CH:3]([c:4]1[cH:5][c:6]([O:7][CH3:8])[c:9]([O:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[cH:18][c:19]1[N+:20](=[O:21])[O-:22])[NH:23][c:24]1[cH:25][cH:26][c:27]([C:28]#[N:29])[cH:30][cH:31]1,O=C1-[N:1]-C(=O)-c2:c:c:c:c:c:2-1>>[N:1]
7179,C1CCOC1.CCN(CC)CC.CCOC(=O)Cl.CO.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=[C:1]([OH:2])[CH:3]([CH2:4][CH:5]1[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10]1)[c:11]1[cH:12][cH:13][c:14]([O:15][CH2:16][c:17]2[cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]3[n:26]2)[cH:27][cH:28]1.[BH4-].[Na+]>>[CH2:1]([OH:2])[CH:3]([CH2:4][CH:5]1[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10]1)[c:11]1[cH:12][cH:13][c:14]([O:15][CH2:16][c:17]2[cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]3[n:26]2)[cH:27][cH:28]1,O-[C:1]=O>>O-[C:1]
7308,CN(C)C=O.F[c:1]1[cH:2][cH:3][c:4]([C:5]#[N:6])[cH:7][cH:8]1.O=C([O-])[O-].[K+].[K+].[OH:9][c:10]1[cH:11][cH:12][c:13]([Br:14])[cH:15][cH:16]1>>[c:1]1([O:9][c:10]2[cH:11][cH:12][c:13]([Br:14])[cH:15][cH:16]2)[cH:2][cH:3][c:4]([C:5]#[N:6])[cH:7][cH:8]1,F-[c:1].[O:2]-c>>[c:1]-[O:2]-c
7385,Br[C:1]#[N:2].CCOCC.O=C([O-])O.[CH3:3][n:4]1[cH:5][c:6]([C:7](=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13]([NH:14][CH2:15][CH2:16][O:17][Si:18]([CH3:19])([CH3:20])[C:21]([CH3:22])([CH3:23])[CH3:24])[cH:25][cH:26]2)[c:27]([NH:28][C:29](=[O:30])[c:31]2[cH:32][cH:33][c:34]([Cl:35])[s:36]2)[n:37]1.[Na+]>>[C:1](#[N:2])[N:14]([c:13]1[cH:12][cH:11][c:10]([NH:9][C:7]([c:6]2[cH:5][n:4]([CH3:3])[n:37][c:27]2[NH:28][C:29](=[O:30])[c:31]2[cH:32][cH:33][c:34]([Cl:35])[s:36]2)=[O:8])[cH:26][cH:25]1)[CH2:15][CH2:16][O:17][Si:18]([CH3:19])([CH3:20])[C:21]([CH3:22])([CH3:23])[CH3:24],[N:2].Br-[C:1]#N>>N#[C:1]-[N:2]
7397,CCO.O=C(c1ccccc1)[NH:1][C:2]([NH:3][c:4]1[c:5]2[c:6]([c:7]3[cH:8][c:9]([C:10](=[O:11])[N:12]([CH:13]4[CH2:14][CH2:15]4)[CH:16]4[CH2:17][CH2:18]4)[n:19]([CH2:20][CH3:21])[c:22]3[n:23]1)[n:24]([CH3:25])[cH:26][n:27]2)=[S:28].[Na+].[OH-]>>[NH2:1][C:2]([NH:3][c:4]1[c:5]2[c:6]([c:7]3[cH:8][c:9]([C:10](=[O:11])[N:12]([CH:13]4[CH2:14][CH2:15]4)[CH:16]4[CH2:17][CH2:18]4)[n:19]([CH2:20][CH3:21])[c:22]3[n:23]1)[n:24]([CH3:25])[cH:26][n:27]2)=[S:28],O=C(-[N:1])-c1:c:c:c:c:c:1>>[N:1]
7661,C1CCOC1.Cl[C:1](=[O:2])[O:3][c:4]1[cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][cH:12]1.[OH:13][CH2:14][c:15]1[cH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[o:23]1>>[C:1](=[O:2])([O:3][c:4]1[cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][cH:12]1)[O:13][CH2:14][c:15]1[cH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[o:23]1,[O:2]-C-c.Cl-[C:1](-O)=O>>O-[C:1](=O)-[O:2]-C-c
8220,CN(C)C=O.I[CH3:1].[H-].[Na+].[O:2]=[C:3]([NH:4][CH:5]1[CH2:6][CH2:7][CH2:8][CH2:9][CH:10]([OH:11])[CH2:12]1)[N:13]1[CH2:14][CH2:15][N:16]([c:17]2[cH:18][cH:19][n:20][c:21]3[cH:22][c:23]([Cl:24])[cH:25][cH:26][c:27]23)[CH2:28][CH2:29]1>>[CH3:1][O:11][CH:10]1[CH2:9][CH2:8][CH2:7][CH2:6][CH:5]([NH:4][C:3](=[O:2])[N:13]2[CH2:14][CH2:15][N:16]([c:17]3[cH:18][cH:19][n:20][c:21]4[cH:22][c:23]([Cl:24])[cH:25][cH:26][c:27]34)[CH2:28][CH2:29]2)[CH2:12]1,[O:1].I-[C:2]>>[O:1]-[C:2]
8333,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][c:11]1[F:12].CO.O.[C-:13]#[N:14].[Na+]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][c:11]1[F:12])[C:13]#[N:14],Br-[C:2].N#[C:1]>>N#[C:1]-[C:2]
8622,C1CCOC1.CC(=O)OC(C)=O.O[CH:1]=[O:2].[CH3:3][O:4][c:5]1[cH:6][cH:7][c:8]([CH2:9][NH:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][c:16]([Br:17])[n:18]2)[c:19]([O:20][CH3:21])[cH:22]1>>[CH:1](=[O:2])[N:10]([CH2:9][c:8]1[cH:7][cH:6][c:5]([O:4][CH3:3])[cH:22][c:19]1[O:20][CH3:21])[CH2:11][c:12]1[cH:13][cH:14][cH:15][c:16]([Br:17])[n:18]1,[N:2].O-[C:1]=O>>O=[C:1]-[N:2]
8948,Br[CH2:1][CH2:2][CH2:3][C:4]([O:5][CH2:6][CH3:7])=[O:8].CCOC(C)=O.CN(C)C=O.Cl.O=C([O-])[O-].[CH3:9][CH:10]([CH3:11])[O:12][c:13]1[cH:14][cH:15][c:16](-[c:17]2[n:18][c:19](-[c:20]3[cH:21][cH:22][c:23]4[c:24]([cH:25]3)[CH2:26][CH2:27][CH2:28][NH:29][CH2:30]4)[n:31][o:32]2)[cH:33][c:34]1[C:35]#[N:36].[Cs+].[Cs+]>>[CH2:1]([CH2:2][CH2:3][C:4]([O:5][CH2:6][CH3:7])=[O:8])[N:29]1[CH2:28][CH2:27][CH2:26][c:24]2[c:23]([cH:22][cH:21][c:20](-[c:19]3[n:18][c:17](-[c:16]4[cH:15][cH:14][c:13]([O:12][CH:10]([CH3:9])[CH3:11])[c:34]([C:35]#[N:36])[cH:33]4)[o:32][n:31]3)[cH:25]2)[CH2:30]1,[N:1].Br-[C:2]>>[N:1]-[C:2]
9395,Cc1ccc(S(=O)(=O)O)cc1.ClCCl.[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][C:11]1=[CH:12][CH2:13][CH:14]([OH:15])[C:16]1=[O:17].[CH:18]1=[CH:19][O:20][CH2:21][CH2:22][CH2:23]1.c1ccncc1>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][C:11]1=[CH:12][CH2:13][CH:14]([O:15][CH:19]2[CH2:18][CH2:23][CH2:22][CH2:21][O:20]2)[C:16]1=[O:17],[O:1].[C:2]=[C:3]>>[O:1]-[C:2]-[C:3]
9533,CO.O=C[O-].[CH3:1][S:2](=[O:3])(=[O:4])[c:5]1[cH:6][cH:7][c:8]([C:9]2=[CH:10][CH2:11][O:12][CH2:13][CH2:14]2)[c:15]([C:16](=[O:17])[OH:18])[cH:19]1.[NH4+].[Pd]>>[CH3:1][S:2](=[O:3])(=[O:4])[c:5]1[cH:6][cH:7][c:8]([CH:9]2[CH2:10][CH2:11][O:12][CH2:13][CH2:14]2)[c:15]([C:16](=[O:17])[OH:18])[cH:19]1,[C:1]=[C:2]>>[C:1]-[C:2]
