data_idx,mapped_rxn,template
14307,Cl.O.[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[N:8]=[C:9]=[O:10].[NH:11]=[C:12]1[CH2:13][CH2:14][CH2:15][N:16]1[CH3:17].[Na+].[OH-].c1ccccc1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[NH:8][C:9](=[O:10])[N:11]=[C:12]1[CH2:13][CH2:14][CH2:15][N:16]1[CH3:17],C=[N:1].O=[C:2]=[N:3]>>C=[N:1]-[C:2](=O)-[N:3]
17281,CN(C)C=O.O.[C-]#N.[CH:5](=[O:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1.[N:1]#[C:2][CH:3]=[CH2:4].[Na+]>>[N:1]#[C:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,O=[C:1].[C:2]=[C:3]>>O=[C:1]-[C:2]-[C:3]
19689,C1CO[C:2]([CH3:1])([CH2:4][CH2:5][CH2:6][O:7][CH2:8][CH2:9][CH:10]=[C:11]([CH3:12])[CH3:13])O1.CC(C)=O.Cl.[OH2:3]>>[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][O:7][CH2:8][CH2:9][CH:10]=[C:11]([CH3:12])[CH3:13],[O:1].C1-C-O-[C:2]-O-1>>[O:1]=[C:2]
21278,C=CCCCCCCCCCC.CCCCCCCCCCCCN.O[CH2:12][CH2:11][CH2:10][CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1].[NH:13]([CH3:14])[CH3:15]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][N:13]([CH3:14])[CH3:15],[N:1].O-[C:2]>>[N:1]-[C:2]
23882,O=S([Cl:1])[Cl:14].O[CH2:13][CH2:12][N:11]([c:10]1[c:5]([C:3]([NH2:2])=[O:4])[cH:6][cH:7][cH:8][cH:9]1)[CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1>>[ClH:1].[NH2:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[N:11]([CH2:12][CH2:13][Cl:14])[CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1,O-[C:1].Cl-S(=O)-[Cl:2]>>[C:1]-[Cl:2]
25496,CCO[C:5]([c:4]1[c:3]([CH2:2][CH3:1])[c:15]([C:16](=[O:17])[c:18]2[cH:19][cH:20][c:21]([Cl:22])[cH:23][cH:24]2)[n:13]([CH3:14])[c:8]1[CH2:9][C:10](=[O:11])OCC)=[O:6].Cl.[OH2:7].[OH2:12].[Na+].[OH-]>>[CH3:1][CH2:2][c:3]1[c:4]([C:5](=[O:6])[OH:7])[c:8]([CH2:9][C:10](=[O:11])[OH:12])[n:13]([CH3:14])[c:15]1[C:16](=[O:17])[c:18]1[cH:19][cH:20][c:21]([Cl:22])[cH:23][cH:24]1,[O:4].[O:2].C-C-O-[C:1]=O.C-C-O-[C:3]=O>>O=[C:1]-[O:2].O=[C:3]-[O:4]
39234,C1CCOC1.CC(=O)O.CCOCC.CO[C:8]([CH:7]1[CH2:6][CH2:5][CH:4]([CH2:3][CH2:2][CH3:1])[CH2:17]1)=[O:9].[CH3:10][P:11](=[O:12])([O:13][CH3:14])[O:15][CH3:16].[Li]CCCC>>[CH3:1][CH2:2][CH2:3][CH:4]1[CH2:5][CH2:6][CH:7]([C:8](=[O:9])[CH2:10][P:11](=[O:12])([O:13][CH3:14])[O:15][CH3:16])[CH2:17]1,O=P-[C:1].C-O-[C:2]=O>>O=P-[C:1]-[C:2]=O
39648,Cl[c:5]1[n:6][c:7]([N:8]2[CH2:9][CH2:10][O:11][CH2:12][CH2:13]2)[cH:14][c:15](-[c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[c:22]1[C:2]#[N:1].O.O.OCCO.[NH2:3][NH2:4]>>[NH2:1][c:2]1[n:3][nH:4][c:5]2[n:6][c:7]([N:8]3[CH2:9][CH2:10][O:11][CH2:12][CH2:13]3)[cH:14][c:15](-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[c:22]12,[N:5]-[N:6].Cl-[c:4]:[c:3]-[C:2]#[N:1]>>[N:1]-[c:2]1:[c:3]:[c:4]:[n:5]:[n:6]:1
42528,C1CCOC1.Cl[CH2:4][CH2:3][C:2](=[O:1])[N:26]=[C:6]=[S:5].[NH:7]1[CH2:8][CH2:9][N:10]=[C:11]([c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[Cl:18])[c:19]2[cH:20][c:21]([Cl:22])[cH:23][cH:24][c:25]21>>[O:1]=[C:2]1[CH2:3][CH2:4][S:5][C:6]([N:7]2[CH2:8][CH2:9][N:10]=[C:11]([c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[Cl:18])[c:19]3[cH:20][c:21]([Cl:22])[cH:23][cH:24][c:25]32)=[N:26]1,[N:2].Cl-[C:4].N=[C:1]=[S:3]>>N=[C:1](-[N:2])-[S:3]-[C:4]
44694,C1COCCO1.CCOCC.Cl[c:2]1[n:3][c:4]([Cl:5])[n:6][c:7]([NH:8][CH:9]2[CH2:10][CH2:11]2)[n:12]1.[NH3:1]>>[NH2:1][c:2]1[n:3][c:4]([Cl:5])[n:6][c:7]([NH:8][CH:9]2[CH2:10][CH2:11]2)[n:12]1,[N:1].Cl-[c:2]>>[N:1]-[c:2]
45038,Br[CH:5]([CH2:6][C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH2:12][C@H:13]1[C:14](=[O:15])[OH:16])[C:17](=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.CCO.[CH3:1][C:2]([O-:3])=[S:4].[K+]>>[CH3:1][C:2](=[O:3])[S:4][CH:5]([CH2:6][C:7](=[O:8])[N:9]1[CH2:10][CH2:11][CH2:12][C@H:13]1[C:14](=[O:15])[OH:16])[C:17](=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,Br-[C:1].[O:4]-[C:3]=[S:2]>>[C:1]-[S:2]-[C:3]=[O:4]
46876,O([C:9]([CH3:10])=[O:11])C(C)=O.O([C:24]([CH3:25])=[O:26])C(C)=O.[CH3:1][O:2][CH2:3][C@:4]12[CH2:5][CH2:6][C@H:7]([OH:8])[CH:12]=[C:13]1[CH2:14][CH2:15][C@@H:16]1[C@@H:17]2[CH2:18][CH2:19][C@:20]2([CH3:21])[C@@H:22]([OH:23])[CH2:27][CH2:28][C@@H:29]12.c1ccncc1>>[CH3:1][O:2][CH2:3][C@:4]12[CH2:5][CH2:6][C@H:7]([O:8][C:9]([CH3:10])=[O:11])[CH:12]=[C:13]1[CH2:14][CH2:15][C@@H:16]1[C@@H:17]2[CH2:18][CH2:19][C@:20]2([CH3:21])[C@@H:22]([O:23][C:24]([CH3:25])=[O:26])[CH2:27][CH2:28][C@@H:29]12,[O:2].[O:4].C-C(=O)-O-[C:3]=O.C-C(=O)-O-[C:1]=O>>O=[C:1]-[O:2].O=[C:3]-[O:4]
50331,Br[c:9]1[cH:8][cH:7][c:6]2[c:13]([cH:12]1)[C:2]([CH3:1])([CH3:3])[CH2:4][O:5]2.C[N:11](C)[CH:10]=O>>[CH3:1][C:2]1([CH3:3])[CH2:4][O:5][c:6]2[cH:7][cH:8][c:9]([C:10]#[N:11])[cH:12][c:13]21,Br-[c:1].C-[N:3](-C)-[C:2]=O>>[c:1]-[C:2]#[N:3]
51376,CCO.O.O=[C:5]([c:6]1[cH:7][cH:8][c:9]([CH:10]2[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]2)[cH:16][cH:17]1)[C@H:18]1[CH2:19][C@H:20]1[C:2](O)=[O:1].[NH2:3][NH2:4]>>[O:1]=[C:2]1[NH:3][N:4]=[C:5]([c:6]2[cH:7][cH:8][c:9]([CH:10]3[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]3)[cH:16][cH:17]2)[CH:18]2[CH2:19][CH:20]12,O=[C:4].[N:2]-[N:3].O-[C:1]=O>>O=[C:1]-[N:2]-[N:3]=[C:4]
56784,CC(=O)O.CC#N.O=[CH2:1].O=[CH2:3].[BH3-]C#N.[NH2:2][c:4]1[c:5]([CH2:6][C:7]([NH2:8])=[O:9])[cH:10][cH:11][cH:12][c:13]1[C:14](=[O:15])[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.[Na+].[Na+].[OH-]>>[CH3:1][N:2]([CH3:3])[c:4]1[c:5]([CH2:6][C:7]([NH2:8])=[O:9])[cH:10][cH:11][cH:12][c:13]1[C:14](=[O:15])[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1,[N:2].O=[C:1].O=[C:3]>>[C:1]-[N:2]-[C:3]
60202,CC(=O)O.O=S(=O)(Cl)[Cl:23].[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[N:7][O:8][CH2:9][CH2:10][O:11][C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[C:20](=[O:21])[CH3:22]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[N:7][O:8][CH2:9][CH2:10][O:11][C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[C:20](=[O:21])[CH2:22][Cl:23],O=C-[C:1].Cl-S(=O)(=O)-[Cl:2]>>O=C-[C:1]-[Cl:2]
60555,CC(Cl)Cl.O=C(Cl)[C:2](Cl)=[O:1].[NH2:3][C:4](=[O:5])[c:6]1[c:7]([F:8])[cH:9][cH:10][cH:11][c:12]1[F:13]>>[O:1]=[C:2]=[N:3][C:4](=[O:5])[c:6]1[c:7]([F:8])[cH:9][cH:10][cH:11][c:12]1[F:13],[N:2].Cl-C(=O)-[C:1](-Cl)=O>>O=[C:1]=[N:2]
67366,CO.ClCCl.ClP(Cl)(Cl)(Cl)Cl.O=C(Cc1ccccc1)[NH:32][CH:31]1[C:29](=[O:30])[N:28]2[C:11]([C:12](=[O:13])[O:14][CH:15]([c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)=[C:10]([CH2:9][S:8][c:7]3[n:6][n:5][n:4]([CH2:3][C:2]#[CH:1])[n:36]3)[CH2:35][S:34][C@@H:33]21.c1ccncc1>>[CH:1]#[C:2][CH2:3][n:4]1[n:5][n:6][c:7]([S:8][CH2:9][C:10]2=[C:11]([C:12](=[O:13])[O:14][CH:15]([c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[N:28]3[C:29](=[O:30])[CH:31]([NH2:32])[C@H:33]3[S:34][CH2:35]2)[n:36]1,O=C(-[N:1])-C-c1:c:c:c:c:c:1>>[N:1]
68678,C1CCNC1.Cc1ccccc1.O=[C:2]([CH3:1])[CH2:3][CH2:4][C:5](=[O:6])[OH:7].[CH3:8][C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[OH:17]>>[CH3:1][C:2]1([CH2:3][CH2:4][C:5](=[O:6])[OH:7])[CH2:8][C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[O:17]1,[O:3]-c.O=[C:2].O=C-[C:1]>>O=C-[C:1]-[C:2]-[O:3]-c
74257,CCOC(C)=O.CN(C)C=O.Cl.O.O=C[O:5][CH2:4][C:3]1=[C:2]([CH3:1])[S:37][C@H:36]2[N:23]([CH:6]1[C:7](=[O:8])[O:9][CH:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[C:24](=[O:25])[CH:26]2[NH:27][C:28](=[O:29])[CH2:30][c:31]1[cH:32][cH:33][cH:34][s:35]1>>[CH3:1][C:2]1=[C:3]([CH2:4][OH:5])[CH:6]([C:7](=[O:8])[O:9][CH:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[N:23]2[C:24](=[O:25])[CH:26]([NH:27][C:28](=[O:29])[CH2:30][c:31]3[cH:32][cH:33][cH:34][s:35]3)[C@H:36]2[S:37]1,O=C-[O:1]>>[O:1]
77335,CS(C)=O.O=C(O)[C@H:16]1[NH:13][CH2:14][CH2:15]1.o1[c:2](=[O:1])[nH:3][c:4]2[cH:5][cH:6][cH:7][c:8]([Br:9])[c:10]2[c:11]1=[O:12]>>[O:1]=[C:2]1[NH:3][c:4]2[cH:5][cH:6][cH:7][c:8]([Br:9])[c:10]2[C:11](=[O:12])[N:13]2[CH2:14][CH2:15][C@@H:16]12,O-C(=O)-[C:3]-[N:2].[c:7]1:[c:1]:o:[c:4]:[n:5]:[c:6]:1>>[C:1]1-[N:2]-[C:3]-[C:4]-[N:5]-[c:6]:[c:7]-1
79803,Cl[c:14]1[c:9](-[n:7]2[c:6]([CH2:23]Cl)[n:5][c:4]([C:2](=[O:1])[OH:3])[n:8]2)[cH:10][cH:11][cH:12][n:13]1.[NH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][c:21]1[Cl:22]>>[O:1]=[C:2]([OH:3])[c:4]1[n:5][c:6]2[n:7]([n:8]1)-[c:9]1[cH:10][cH:11][cH:12][n:13][c:14]1[N:15]([c:16]1[cH:17][cH:18][cH:19][cH:20][c:21]1[Cl:22])[CH2:23]2,[N:2].Cl-[c:1].Cl-[C:3]>>[c:1]-[N:2]-[C:3]
81533,C[O:21][c:20]1[cH:9][cH:8][c:7]2[c:23]([cH:22]1)[C:5]([C:3]([O:2][CH3:1])=[O:4])=[CH:6]2.Cl[C:10](=[O:11])[c:12]1[cH:13][cH:14][c:15]([Cl:16])[c:17]([Cl:18])[cH:19]1.[Al+3].[Cl-].[Cl-].[Cl-]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[CH:6][c:7]2[cH:8][c:9]([C:10](=[O:11])[c:12]3[cH:13][cH:14][c:15]([Cl:16])[c:17]([Cl:18])[cH:19]3)[c:20]([OH:21])[cH:22][c:23]21,Cl-[C:1]=O.C-[O:3]-c:[c:2]>>O=[C:1]-[c:2]:c-[O:3]
87971,[CH2:1]=[C:2]1[O:3][C:5](=[O:6])[CH2:4]1.[OH:7][CH2:8][C:9]([CH3:10])([CH3:11])[CH2:12][N:13]([CH3:14])[CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.c1ccccc1>>[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[O:7][CH2:8][C:9]([CH3:10])([CH3:11])[CH2:12][N:13]([CH3:14])[CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1,[O:2].O=[C:1]-[O:5]-[C:4]=[C:3]>>O=[C:1]-[O:2].[C:3]-[C:4]=[O:5]
90311,CC(=O)OC(C)=O.[O:18]=[CH:17][c:16]1[c:6]([O:5][CH2:4][CH2:3][CH2:2][CH3:1])[cH:7][c:8]([N:9]([CH2:10][CH3:11])[CH2:12][CH3:13])[cH:14][cH:15]1.O[C:19](=[O:20])[c:21]1[cH:22][c:23]([N:24]([CH3:25])[CH3:26])[cH:27][cH:28][cH:29]1>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][c:6]1[cH:7][c:8]([N:9]([CH2:10][CH3:11])[CH2:12][CH3:13])[cH:14][cH:15][c:16]1[CH:17]1[O:18][C:19](=[O:20])[c:21]2[cH:22][c:23]([N:24]([CH3:25])[CH3:26])[cH:27][cH:28][c:29]21,[c:4].O-[C:1]=O.[C:3]=[O:2]>>O=[C:1]-[O:2]-[C:3]-[c:4]
94800,CC(=O)O[C:11]([CH3:12])=[O:13].ClC(Cl)Cl.[CH3:1][O:2][c:3]1[c:4]([CH3:5])[cH:6][n+:7]([O-:10])[c:8]([CH3:9])[c:14]1[CH3:15]>>[CH3:1][O:2][c:3]1[c:4]([CH3:5])[cH:6][n:7][c:8]([CH2:9][O:10][C:11]([CH3:12])=[O:13])[c:14]1[CH3:15],[C:3]-c:[n:4]-[O:2].C-C(=O)-O-[C:1]=O>>O=[C:1]-[O:2]-[C:3]-c:[n:4]
95862,ClC(Cl)Cl.O=C([O-])O.O=P(Cl)(Cl)Cl.O=[C:9]([NH:8][CH:7]([CH2:6][C:4]([O:3][CH2:2][CH3:1])=[O:5])[C:18](=[O:17])[c:19]1[cH:20][cH:21][cH:22][o:23]1)[c:10]1[cH:11][cH:12][c:13]([Cl:14])[cH:15][cH:16]1.[Na+]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][c:7]1[n:8][c:9](-[c:10]2[cH:11][cH:12][c:13]([Cl:14])[cH:15][cH:16]2)[o:17][c:18]1-[c:19]1[cH:20][cH:21][cH:22][o:23]1,O=[C:2]-[N:3]-[C:4]-[C:5]=[O:1]>>[o:1]1:[c:2]:[n:3]:[c:4]:[c:5]:1
96189,CO.[Pd].c1ccc(C[O:16][C:14]([CH2:13][CH2:12][C@H:11]([NH:10][C:8]([C@@H:7]([NH:6][C:4]([CH2:3][CH2:2][CH3:1])=[O:5])[CH:20]([CH3:21])[CH3:22])=[O:9])[C:17](=[O:18])[O:19]Cc2ccccc2)=[O:15])cc1>>[CH3:1][CH2:2][CH2:3][C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@@H:11]([CH2:12][CH2:13][C:14](=[O:15])[OH:16])[C:17](=[O:18])[OH:19])[CH:20]([CH3:21])[CH3:22],O=C-[O:1]-C-c1:c:c:c:c:c:1.O=C-[O:2]-C-c1:c:c:c:c:c:1>>O=C-[O:1].O=C-[O:2]
96500,I[Mg][CH3:1].[C:2]1(=[O:3])[CH2:4][CH2:5][N:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14]1>>[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][N:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14]1,I-[Mg]-[C:1].[C:2]=[O:3]>>[C:1]-[C:2]-[O:3]
100121,CO.COCCOC[O:37][c:36]1[c:3]([O:2][CH3:1])[cH:4][c:5]([CH:6]=[CH:7][C:8](=[O:9])[N:10]2[CH2:11][CH2:12][N:13]([CH2:14][CH2:15][O:16][CH:17]([c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[c:24]3[cH:25][cH:26][cH:27][cH:28][cH:29]3)[CH2:30][CH2:31]2)[cH:32][c:33]1[O:34][CH3:35].Cc1ccc(S(=O)(=O)O)cc1.O.O.O=C([O-])[O-].[Na+].[Na+]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH:6]=[CH:7][C:8](=[O:9])[N:10]2[CH2:11][CH2:12][N:13]([CH2:14][CH2:15][O:16][CH:17]([c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[c:24]3[cH:25][cH:26][cH:27][cH:28][cH:29]3)[CH2:30][CH2:31]2)[cH:32][c:33]([O:34][CH3:35])[c:36]1[OH:37],C-O-C-C-O-C-[O:1]-c>>[O:1]-c
102841,ClC(Cl)Cl.N#[C:4][CH2:6][c:7]1[c:8]([CH3:9])[n:10][c:11](-[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[n:18][c:19]1-[c:20]1[cH:21][cH:22][cH:23][c:24]([N+:25](=[O:26])[O-:27])[cH:28]1.[OH2:5].O=S(=O)(O)O.[CH3:1][CH2:2][OH:3].[Na+].[Na+].[O-]C([O-])=O>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][c:7]1[c:8]([CH3:9])[n:10][c:11](-[c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[n:18][c:19]1-[c:20]1[cH:21][cH:22][cH:23][c:24]([N+:25](=[O:26])[O-:27])[cH:28]1,[O:1].[O:3].N#[C:2]>>[O:1]-[C:2]=[O:3]
104446,CC#N.O.O=S(=O)([O-])[O:13]OS(=O)([O-])=O.O=S(=O)([O-])[O-].[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:14][cH:15]1.[Cu+2].[K+].[K+]>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([CH:12]=[O:13])[cH:14][cH:15]1,[C:2]-c.O=S(=O)(-[O-])-O-[O:1]-S(=O)(=O)-[O-]>>[O:1]=[C:2]-c
106655,CN(C)C=O.[O:1]=[C:2]1[CH2:3][CH2:4][C:5]([c:6]2[cH:7][cH:8][c:9]([NH2:10])[cH:13][cH:14]2)=[N:15][NH:16]1.c1cn([C:11](n2ccnc2)=[S:12])cn1>>[O:1]=[C:2]1[CH2:3][CH2:4][C:5]([c:6]2[cH:7][cH:8][c:9]([N:10]=[C:11]=[S:12])[cH:13][cH:14]2)=[N:15][NH:16]1,[N:1].[C:2](-n1:c:c:n:c:1)-n1:c:c:n:c:1>>[N:1]=[C:2]
