data_idx,mapped_rxn,template
12432,CCOCC.Cl.O.[C-:4]#[N:5].[CH3:1][C:2](=[O:3])[c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1-2.[Na+]>>[CH3:1][C:2]([OH:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1-2,N#[C:1].[C:2]=[O:3]>>N#[C:1]-[C:2]-[O:3]
15143,Cl.[CH3:1][c:2]1[n:3][cH:4][c:5]([CH2:6][OH:7])[c:8]([CH2:9][NH:10][C:11](=[O:12])[NH:13][CH2:14][CH2:15][Cl:16])[c:19]1[OH:20].[ClH:21].[Na+].[O-][N:17]=[O:18]>>[CH3:1][c:2]1[n:3][cH:4][c:5]([CH2:6][OH:7])[c:8]([CH2:9][NH:10][C:11](=[O:12])[N:13]([CH2:14][CH2:15][Cl:16])[N:17]=[O:18])[c:19]1[OH:20].[ClH:21],[N:2].O=[N:1]-[O-]>>O=[N:1]-[N:2]
15600,CCO.N#[C:15][CH2:14][c:13]1[c:5]([S:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:4][cH:3][c:2]([CH3:1])[cH:18]1.[K+].[OH-:16].[OH2:17]>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]([CH2:14][C:15](=[O:16])[OH:17])[cH:18]1,[O:3].[O:1].N#[C:2]>>[O:1]-[C:2]=[O:3]
18601,C1CCOC1.CC(C)NC(C)C.CCCCCC.Cl.[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]=[O:7].[CH3:8][C:9]#[N:10].[Li]CCCC>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]([OH:7])[CH2:8][C:9]#[N:10],[C:2]=[O:3].N#C-[C:1]>>N#C-[C:1]-[C:2]-[O:3]
19802,C1CCOC1.CC#N.Cc1cccc(C)n1.Cl.O.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][CH2:10][C@@H:11]1[C@@H:12]2[CH2:13][CH2:14][C@:15]2([CH3:16])[C:17](=[O:18])[CH2:19][CH2:20][C@@H:21]12.[Ni].[Pt]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][CH2:10][C@@H:11]1[C:12]2=[CH:13][CH2:14][C@:15]2([CH3:16])[C:17](=[O:18])[CH2:19][CH2:20][C@@H:21]12,[C:1]-[C:2]-c>>[C:1]=[C:2]-c
21139,[OH2:19].[OH2:20].N#[C:18][c:17]1[c:15]([CH3:16])[cH:14][c:12]([CH3:13])[n:11]([CH2:10][CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[c:21]1=[O:22].O.O=S(O)(=O)O>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][n:11]1[c:12]([CH3:13])[cH:14][c:15]([CH3:16])[c:17]([C:18](=[O:19])[OH:20])[c:21]1=[O:22],[O:3].[O:1].N#[C:2]>>[O:1]-[C:2]=[O:3]
22161,CC(=O)O.O.O=C([O-])[O-].O=[Mn](=O)([O-])=[O:1].[CH2:2]([OH:3])[c:4]1[n:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[nH:12]1.[K+].[Na+].[Na+]>>[O:1]=[C:2]([OH:3])[c:4]1[n:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[nH:12]1,[C:1].O=[Mn](=O)(-[O-])=[O:2]>>[C:1]=[O:2]
22659,O.[Na+].[O:1]=[CH2:2].[OH-].[cH:3]1[c:4]([OH:5])[cH:6][cH:7][cH:8][c:9]1[OH:10]>>[O:1]=[CH:2][c:3]1[c:4]([OH:5])[cH:6][cH:7][cH:8][c:9]1[OH:10],[c:2].O=[C:1]>>O=[C:1]-[c:2]
23672,Clc1ccccc1Cl.O=C(O)[c:4]1[n:3][c:2]([CH3:1])[c:10]([CH3:11])[n:9][c:5]1[C:6](=[O:7])[OH:8]>>[CH3:1][c:2]1[n:3][cH:4][c:5]([C:6](=[O:7])[OH:8])[n:9][c:10]1[CH3:11],O-C(=O)-[c:1]>>[c:1]
25423,Cl[P:3]([O:2][CH3:1])(=[S:4])[O:5][CH3:6].[OH:7][c:8]1[n:9][s:10][c:11]([S:12][CH2:13][c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[n:21]1>>[CH3:1][O:2][P:3](=[S:4])([O:5][CH3:6])[O:7][c:8]1[n:9][s:10][c:11]([S:12][CH2:13][c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[n:21]1,Cl-[P:1].[O:2]-c>>[P:1]-[O:2]-c
28553,CNC(=NCCCCc1c[nH]cn1)SC.S=[C:3]([NH:2][CH3:1])[NH:4][CH2:5][CH2:6][CH2:7][CH2:8][c:9]1[cH:10][nH:11][cH:12][n:13]1.[ClH:16].[NH2:14][OH:15]>>[CH3:1][NH:2][C:3](=[N:4][CH2:5][CH2:6][CH2:7][CH2:8][c:9]1[cH:10][nH:11][cH:12][n:13]1)[NH:14][OH:15].[ClH:16].[ClH:16],[N:1].S=[C:2]-[N:3]>>[N:1]-[C:2]=[N:3]
30474,C1CCOC1.CO.O=[N+]([O-])c1ccc(C[O:7][C:5]([C:4]2=[C:3]([O:2][CH3:1])[CH2:25][S:24][C@H:23]3[N:8]2[C:9](=[O:10])[C@H:11]3[NH:12][C:13](=[O:14])[CH2:15][O:16][c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)=[O:6])cc1.[H][H].[Pd]>>[CH3:1][O:2][C:3]1=[C:4]([C:5](=[O:6])[OH:7])[N:8]2[C:9](=[O:10])[C@@H:11]([NH:12][C:13](=[O:14])[CH2:15][O:16][c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[C@H:23]2[S:24][CH2:25]1,O=C-[O:1]-C-c1:c:c:c(-[N+](=O)-[O-]):c:c:1>>O=C-[O:1]
31199,Br[CH:4]1[O:3][C:2](=[O:1])[c:11]2[c:6]1[cH:7][cH:8][cH:9][cH:10]2.CC#N.CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1.CS(C)=O.[I-:5].[Na+]>>[O:1]=[C:2]1[O:3][CH:4]([I:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21,[I:1].Br-[C:2]>>[I:1]-[C:2]
34795,Cl.[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][N:6]([C:7]#[N:8])[c:10]1[cH:11][n:12][cH:13][cH:14][n:15]1.[Na+].[OH-:9]>>[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][N:6]([C:7]([NH2:8])=[O:9])[c:10]1[cH:11][n:12][cH:13][cH:14][n:15]1,[O:3].[C:2]#[N:1]>>[N:1]-[C:2]=[O:3]
35149,O=S(=O)(Cl)[Cl:8].[O:1]=[C:2]1[NH:3][c:4]2[cH:5][cH:6][cH:7][c:9]([Cl:10])[c:11]2[C:12]1=[O:13]>>[O:1]=[C:2]1[NH:3][c:4]2[cH:5][cH:6][c:7]([Cl:8])[c:9]([Cl:10])[c:11]2[C:12]1=[O:13],[c:1].Cl-S(=O)(=O)-[Cl:2]>>[c:1]-[Cl:2]
36207,CCO.CC[O-].I[CH3:1].[Na+].[S:2]=[c:3]1[nH:4][c:5]([CH3:6])[c:7]([CH2:8][c:9]2[cH:10][cH:11][cH:12][n:13][cH:14]2)[c:15](=[O:16])[nH:17]1>>[CH3:1][S:2][c:3]1[n:4][c:5]([CH3:6])[c:7]([CH2:8][c:9]2[cH:10][cH:11][cH:12][n:13][cH:14]2)[c:15](=[O:16])[nH:17]1,I-[C:1].[S:2]=[c:3]>>[C:1]-[S:2]-[c:3]
37356,Br[Br:11].ClC(Cl)(Cl)Cl.O.[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[CH3:10]>>[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[CH2:10][Br:11],Br-[Br:1].[C:2]-c>>[Br:1]-[C:2]-c
38911,Br[CH:10]([CH3:11])[CH3:12].C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][C:8]#[N:9])[cH:13][cH:14]1.[Na+].[OH-].c1ccccc1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]([C:8]#[N:9])[CH:10]([CH3:11])[CH3:12])[cH:13][cH:14]1,Br-[C:2].N#C-[C:1]-c>>N#C-[C:1](-[C:2])-c
43265,Br[CH:10]([C:7]([CH2:6][C:4]([O:3][CH2:2][CH3:1])=[O:5])([CH3:8])[CH3:9])[CH2:11][C:12]([Cl:13])([Cl:14])[Cl:15].C1CCOC1.[Na]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][C:7]([CH3:8])([CH3:9])[CH:10]=[CH:11][C:12]([Cl:13])([Cl:14])[Cl:15],Br-[C:1]-[C:2]>>[C:1]=[C:2]
45222,Cl[c:9]1[c:7]([F:8])[cH:6][cH:5][c:4]([N+:2](=[O:1])[O-:3])[cH:11]1.O=S1(=O)CCCC1.[Cs+].[F-:10].[F-].[K+]>>[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][c:7]([F:8])[c:9]([F:10])[cH:11]1,[F:1].Cl-[c:2]>>[F:1]-[c:2]
46330,N#[C:4][CH:6]1[CH:7]([CH:8]=[C:9]([Cl:10])[Cl:11])[C:12]1([CH3:13])[CH3:14].[OH2:5].O=S(=O)(O)O.[CH3:1][CH2:2][OH:3]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]1[CH:7]([CH:8]=[C:9]([Cl:10])[Cl:11])[C:12]1([CH3:13])[CH3:14],[O:1].[O:3].N#[C:2]>>[O:1]-[C:2]=[O:3]
46621,CCO.CS[C:7](=[CH:8][N+:9](=[O:10])[O-:11])[S:12][CH3:13].[CH3:1][CH2:2][O:3][CH:4]([CH2:5][NH2:6])[O:14][CH2:15][CH3:16]>>[CH3:1][CH2:2][O:3][CH:4]([CH2:5][NH:6][C:7](=[CH:8][N+:9](=[O:10])[O-:11])[S:12][CH3:13])[O:14][CH2:15][CH3:16],[N:2].C-S-[C:1]=C>>C=[C:1]-[N:2]
49793,O.O=[CH:4][CH:2]([CH3:1])[CH3:3].[NH:5]1[CH2:6][CH2:7][O:8][CH2:9][CH2:10]1>>[CH3:1][C:2]([CH3:3])=[CH:4][N:5]1[CH2:6][CH2:7][O:8][CH2:9][CH2:10]1,[N:1].O=[C:2]-[C:3]>>[N:1]-[C:2]=[C:3]
53734,C1CCNCC1.CO.O=[CH:10][c:9]1[cH:8][cH:7][c:6]([O:5][CH2:4][CH:3]([O:2][CH3:1])[O:25][CH3:26])[cH:24][cH:23]1.[CH3:11][c:12]1[cH:13][cH:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]2[n+:21]1[CH3:22].[I-:27]>>[CH3:1][O:2][CH:3]([CH2:4][O:5][c:6]1[cH:7][cH:8][c:9]([CH:10]=[CH:11][c:12]2[cH:13][cH:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[n+:21]2[CH3:22])[cH:23][cH:24]1)[O:25][CH3:26].[I-:27],[C:2]-c.O=[C:1]>>[C:1]=[C:2]-c
53924,ClCCl.O=S(=O)(O[S:2](=[O:1])(=[O:3])[C:12]([F:13])([F:14])[F:15])C(F)(F)F.[NH2:4][c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1[Cl:11]>>[O:1]=[S:2](=[O:3])([NH:4][c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1[Cl:11])[C:12]([F:13])([F:14])[F:15],[N:1].F-C(-F)(-F)-S(=O)(=O)-O-[S:2]>>[N:1]-[S:2]
56714,C[N:6]1[CH2:7][CH2:8][C@@H:9]([O:10][c:11]2[cH:12][cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]2)[C@H:19]([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[CH2:26]1.Cl[C:4]([O:3][CH2:2][CH3:1])=[O:5].O=C([O-])[O-].[K+].[K+].c1ccccc1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[N:6]1[CH2:7][CH2:8][C@@H:9]([O:10][c:11]2[cH:12][cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18]2)[C@H:19]([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[CH2:26]1,C-[N:2].Cl-[C:1](-O)=O>>O-[C:1](=O)-[N:2]
56918,CC(C)OC(C)C.O[N:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1)[C:13]([F:14])([F:15])[F:16].[Al+3].[H-].[H-].[H-].[H-].[Li+]>>[NH2:1][CH:2]([c:3]1[cH:4][cH:5][cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12]1)[C:13]([F:14])([F:15])[F:16],O-[N:1]=[C:2]>>[N:1]-[C:2]
58286,O=P(O)(O)O.O[CH2:1][CH:2]([CH2:3][CH:4]([CH3:5])[CH3:6])[C:7](=[O:8])[OH:9]>>[CH2:1]=[C:2]([CH2:3][CH:4]([CH3:5])[CH3:6])[C:7](=[O:8])[OH:9],O-[C:2]-[C:1]-C=O>>O=C-[C:1]=[C:2]
59858,CCO.CCO[C:2](=[O:1])[CH2:3][CH:4]([c:5]1[cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[o:13]1)[CH2:14][N+:15](=O)[O-].[H][H].[Ni]>>[O:1]=[C:2]1[CH2:3][CH:4]([c:5]2[cH:6][c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[o:13]2)[CH2:14][NH:15]1,O=[N:2]-[O-].C-C-O-[C:1]=O>>O=[C:1]-[N:2]
62517,O=[C:8]([CH3:9])[CH:10](Cl)[C:11]([CH3:12])=[O:13].[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6]([NH2:7])=[S:14])[cH:15][c:16]([O:17][CH3:18])[c:19]1[O:20][CH3:21].c1ccccc1>>[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:6]2[n:7][c:8]([CH3:9])[c:10]([C:11]([CH3:12])=[O:13])[s:14]2)[cH:15][c:16]([O:17][CH3:18])[c:19]1[O:20][CH3:21],Cl-[C:1]-[C:2]=O.[N:3]-[C:4]=[S:5]>>[c:1]1:[c:2]:[n:3]:[c:4]:[s:5]:1
63350,C1CCNCC1.O=C(O)[CH2:4][C:2](=[O:1])[OH:3].O=[CH:5][c:6]1[cH:7][cH:8][cH:9][c:10]([O:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[cH:18]1.c1ccncc1>>[O:1]=[C:2]([OH:3])[CH:4]=[CH:5][c:6]1[cH:7][cH:8][cH:9][c:10]([O:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[cH:18]1,O=[C:2].O-C(=O)-[C:1]-C=O>>O=C-[C:1]=[C:2]
63500,N[c:16]1[cH:15][cH:14][c:13]2[nH:12][c:9]3[c:8]([cH:7][c:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])[n:11][cH:10]3)[c:19]2[cH:18]1.O.O=N[O-].Br.[Cu][Br:17].[Na+]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][c:8]2[c:9]([cH:10][n:11]1)[nH:12][c:13]1[cH:14][cH:15][c:16]([Br:17])[cH:18][c:19]21,N-[c:1].[Br:2]-[Cu]>>[c:1]-[Br:2]
65166,CCOCC.[CH:2](=[O:3])[CH2:4][CH2:5][CH2:6][C:7]1([CH3:8])[CH2:9][CH2:10][CH2:11][C:12]2([CH2:13][O:14]1)[O:15][CH2:16][CH2:17][O:18]2.[Li][CH3:1]>>[CH3:1][CH:2]([OH:3])[CH2:4][CH2:5][CH2:6][C:7]1([CH3:8])[CH2:9][CH2:10][CH2:11][C:12]2([CH2:13][O:14]1)[O:15][CH2:16][CH2:17][O:18]2,[C:1]-[Li].[C:2]=[O:3]>>[C:1]-[C:2]-[O:3]
67362,CC#N.CC(=O)O[CH2:10][C:11]1=[C:12]([C:13](=[O:14])[OH:15])[N:16]2[C:17](=[O:18])[C@@H:19]([NH2:20])[C@H:21]2[S:22][CH2:23]1.CCOCC.FB(F)F.N.O.[CH:1]#[C:2][CH2:3][n:4]1[n:5][n:6][n:7][c:8]1[SH:9]>>[CH:1]#[C:2][CH2:3][n:4]1[n:5][n:6][n:7][c:8]1[S:9][CH2:10][C:11]1=[C:12]([C:13](=[O:14])[OH:15])[N:16]2[C:17](=[O:18])[CH:19]([NH2:20])[C@H:21]2[S:22][CH2:23]1,[S:2].C-C(=O)-O-[C:1]-C=C>>C=C-[C:1]-[S:2]
68082,CC(C)O[C:18]([CH:17]1[c:4]2[cH:3][c:2]([CH3:1])[c:6]([C:7](=[O:8])[c:9]3[cH:10][cH:11][cH:12][s:13]3)[n:5]2[CH2:14][CH2:15][CH2:16]1)=[O:19].CO.[OH2:20].O=C([O-])[O-].[K+].[K+]>>[CH3:1][c:2]1[cH:3][c:4]2[n:5]([c:6]1[C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][s:13]1)[CH2:14][CH2:15][CH2:16][CH:17]2[C:18](=[O:19])[OH:20],[O:2].C-C(-C)-O-[C:1]=O>>O=[C:1]-[O:2]
74317,CO.O=[C:15]([CH3:16])[CH:17](Br)[CH3:18].[CH3:1][c:2]1[cH:3][c:4]([O:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]([NH2:14])[n:19][n:20]1>>[CH3:1][c:2]1[cH:3][c:4]([O:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]2[n:14][c:15]([CH3:16])[c:17]([CH3:18])[n:19]2[n:20]1,Br-[C:2]-[C:3]=O.[N:4]-[c:5]:[n:1]>>[n:1]1:[c:2]:[c:3]:[n:4]:[c:5]:1
77050,CO.N#[C:28][CH2:27][CH2:26][CH2:25][CH:24]1[C:21]([CH3:22])([CH3:23])[O:20][c:18]2[c:17]([c:15]([OH:16])[cH:14][c:13]([O:12][CH:2]([CH3:1])[CH2:3][CH2:4][CH2:5][c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)[cH:19]2)[CH2:31]1.[Na+].[OH-].[OH2:29].[OH2:30]>>[CH3:1][CH:2]([CH2:3][CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[O:12][c:13]1[cH:14][c:15]([OH:16])[c:17]2[c:18]([cH:19]1)[O:20][C:21]([CH3:22])([CH3:23])[CH:24]([CH2:25][CH2:26][CH2:27][C:28](=[O:29])[OH:30])[CH2:31]2,[O:3].[O:1].N#[C:2]>>[O:1]-[C:2]=[O:3]
77247,C1COCCO1.[N-]=[N+]=[CH:9][C:7]([CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])=[O:8].[OH:10][S:11](=[O:12])(=[O:13])[c:14]1[cH:15][cH:16][c:17]([O:18][CH2:19][CH3:20])[cH:21][cH:22]1>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7](=[O:8])[CH2:9][O:10][S:11](=[O:12])(=[O:13])[c:14]1[cH:15][cH:16][c:17]([O:18][CH2:19][CH3:20])[cH:21][cH:22]1,[O:1].[C:2]=N=[N-]>>[O:1]-[C:2]
78150,O=[N+]([O-])N[c:10]1[n:9][cH:8][c:7]([CH2:6][c:5]2[cH:4][cH:3][c:2]([CH3:1])[n:32][cH:31]2)[c:29](=[O:30])[nH:28]1.[NH2:11][CH2:12][CH2:13][CH2:14][O:15][c:16]1[cH:17][cH:18][cH:19][c:20]([O:21][CH2:22][CH2:23][N:24]([CH3:25])[CH3:26])[cH:27]1.c1ccncc1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH:11][CH2:12][CH2:13][CH2:14][O:15][c:16]3[cH:17][cH:18][cH:19][c:20]([O:21][CH2:22][CH2:23][N:24]([CH3:25])[CH3:26])[cH:27]3)[nH:28][c:29]2=[O:30])[cH:31][n:32]1,[N:1].O=[N+](-[O-])-N-[c:2]>>[N:1]-[c:2]
80099,O=S(Cl)[Cl:1].O[CH:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[CH2:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21.c1ccccc1>>[Cl:1][CH:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[CH2:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21,O-[C:1].Cl-S(=O)-[Cl:2]>>[C:1]-[Cl:2]
