data_idx,mapped_rxn,template
34,CCO.Cl.O.O=[C:7]1[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]1.[C-:8]#[N:9].[CH3:1][C:2]([CH3:3])([CH3:4])[NH:5][NH2:6].[Na+]>>[CH3:1][C:2]([CH3:3])([CH3:4])[NH:5][NH:6][C:7]1([C:8]#[N:9])[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]1,[N:3].O=[C:2].N#[C:1]>>N#[C:1]-[C:2]-[N:3]
44,CCCCC.CCCCCCC(=O)CCCCCCCCCCC(=O)O.CO.ClCl.Cl[C:7]([CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])([CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][C:20](=[O:21])[OH:22])[N:23]=[N:24][C:25]([CH3:26])([CH3:27])[CH3:28].O.[C-:8]#[N:9].[Na+]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]([C:8]#[N:9])([CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][C:20](=[O:21])[OH:22])[N:23]=[N:24][C:25]([CH3:26])([CH3:27])[CH3:28],Cl-[C:2].N#[C:1]>>N#[C:1]-[C:2]
47,CCCCC.CO.Cl.O.[CH3:1][C:2]([CH3:3])([CH3:4])[N:5]=[N:6][C:7]([CH3:8])([CH3:9])[C:10]#[N:11].[NH2:12][OH:13].[Na+].[OH-]>>[CH3:1][C:2]([CH3:3])([CH3:4])[N:5]=[N:6][C:7]([CH3:8])([CH3:9])[C:10]([NH2:11])=[N:12][OH:13],[N:3].[C:2]#[N:1]>>[N:1]-[C:2]=[N:3]
48,C1CCOC1.Cl[C:9](=[O:10])[CH:11]1[CH2:12][CH2:13]1.O.[Na+].[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([NH2:8])[cH:14][c:15]1[N+:16](=[O:17])[O-:18].[OH-]>>[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([NH:8][C:9](=[O:10])[CH:11]2[CH2:12][CH2:13]2)[cH:14][c:15]1[N+:16](=[O:17])[O-:18],[N:2].Cl-[C:1]=O>>O=[C:1]-[N:2]
64,CO.O=[CH2:8].[CH3:1][CH:2]([CH3:3])[CH:4]([C:5](=[S:6])[NH2:7])[c:15]1[cH:16][cH:17][cH:18][cH:19][n:20]1.[NH:9]1[CH2:10][CH2:11][O:12][CH2:13][CH2:14]1>>[CH3:1][CH:2]([CH3:3])[CH:4]([C:5](=[S:6])[NH:7][CH2:8][N:9]1[CH2:10][CH2:11][O:12][CH2:13][CH2:14]1)[c:15]1[cH:16][cH:17][cH:18][cH:19][n:20]1,[N:1].[N:3].O=[C:2]>>[N:1]-[C:2]-[N:3]
68,C=CC(Cl)c1cccc(C)n1.C=CC(O)c1cccc(C)n1.O=S(Cl)Cl.[C-]#N.[CH2:1]=[CH:2][CH:3]([C:4]#[N:5])[c:7]1[cH:8][cH:9][cH:10][c:11]([CH3:12])[n:13]1.[Na+].[SH2:6]>>[CH2:1]=[CH:2][CH:3]([C:4]([NH2:5])=[S:6])[c:7]1[cH:8][cH:9][cH:10][c:11]([CH3:12])[n:13]1,[S:3].[C:2]#[N:1]>>[N:1]-[C:2]=[S:3]
75,Cl.Cl.O=S(Cl)Cl.O[C:8]([CH:7]=[CH:6][c:5]1[cH:4][cH:3][c:2]([CH3:1])[c:19]([Cl:20])[cH:18]1)=[O:9].[NH2:10][N:11]1[CH2:12][C:13](=[O:14])[NH:15][C:16]1=[O:17].c1ccncc1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([CH:6]=[CH:7][C:8](=[O:9])[NH:10][N:11]2[CH2:12][C:13](=[O:14])[NH:15][C:16]2=[O:17])[cH:18][c:19]1[Cl:20],[N:2].O-[C:1]=O>>O=[C:1]-[N:2]
81,C1CCNCC1.Cl.[O:1]=[C:2]([OH:3])[CH2:4]C(=O)O.O=[CH:5][c:6]1[cH:7][cH:8][c:9]([F:10])[c:11]([Cl:12])[cH:13]1.c1ccncc1>>[O:1]=[C:2]([OH:3])[CH:4]=[CH:5][c:6]1[cH:7][cH:8][c:9]([F:10])[c:11]([Cl:12])[cH:13]1,O=[C:2].O-C(=O)-[C:1]-C=O>>O=C-[C:1]=[C:2]
89,CC(=O)O[CH2:7][C:8]1=[C:9]([C:10](=[O:11])[OH:12])[N:13]2[C:14](=[O:15])[C@@H:16]([NH2:17])[C@H:18]2[S:19][CH2:20]1.CC(C)=O.Cl.O.[CH3:1][c:2]1[n:3][n:4][c:5]([SH:6])[s:21]1.[Na+].[OH-]>>[CH3:1][c:2]1[n:3][n:4][c:5]([S:6][CH2:7][C:8]2=[C:9]([C:10](=[O:11])[OH:12])[N:13]3[C:14](=[O:15])[CH:16]([NH2:17])[CH:18]3[S:19][CH2:20]2)[s:21]1,[S:2].C-C(=O)-O-[C:1]-C=C>>C=C-[C:1]-[S:2]
92,O=S(=O)(O)O.O[C:3](=[O:4])[CH:5]1[O:6][c:7]2[cH:8][cH:9][c:10]([CH3:11])[cH:12][c:13]2[CH2:14][c:15]2[cH:16][c:17]([CH3:18])[cH:19][cH:20][c:21]2[O:22]1.[CH3:1][OH:2]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[O:6][c:7]2[cH:8][cH:9][c:10]([CH3:11])[cH:12][c:13]2[CH2:14][c:15]2[cH:16][c:17]([CH3:18])[cH:19][cH:20][c:21]2[O:22]1,[O:2].O-[C:1]=O>>O=[C:1]-[O:2]
105,[CH3:1][c:2]1[cH:3][s:4][cH:5][n:12]1.[CH:6](=[O:7])[CH2:8][CH:9]([CH3:10])[CH3:11].[Li].[Li]CCCC>>[CH3:1][c:2]1[cH:3][s:4][c:5]([CH:6]([OH:7])[CH2:8][CH:9]([CH3:10])[CH3:11])[n:12]1,[c:1].[C:2]=[O:3]>>[c:1]-[C:2]-[O:3]
107,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][cH:7][n:8]1[CH2:9][c:10]1[cH:11][cH:12][cH:13][o:14]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][n:8]1[CH2:9][c:10]1[cH:11][cH:12][cH:13][o:14]1,[c:2].Cl-[C:1]=O>>O=[C:1]-[c:2]
116,N.O=P([Cl:1])(Cl)Cl.O=[c:2]1[nH:3][cH:4][n:5][c:6]2[cH:7][c:8]3[c:9]([cH:10][c:11]12)[O:12][CH2:13][CH2:14][O:15]3>>[Cl:1][c:2]1[n:3][cH:4][n:5][c:6]2[cH:7][c:8]3[c:9]([cH:10][c:11]12)[O:12][CH2:13][CH2:14][O:15]3,O=[c:1].Cl-P(-Cl)(=O)-[Cl:2]>>[c:1]-[Cl:2]
120,CCOCC.[CH3:1]OS(=O)(=O)OC.ClC(Cl)Cl.[Na+].[OH-].[OH:2][c:3]1[cH:4][c:5]([OH:6])[n:7][c:8]([O:9][CH3:10])[n:11]1>>[CH3:1][O:2][c:3]1[cH:4][c:5]([OH:6])[n:7][c:8]([O:9][CH3:10])[n:11]1,[O:2]-c.C-O-S(=O)(=O)-O-[C:1]>>[C:1]-[O:2]-c
123,CC(=O)O.Cc1ccc(S(=O)(=O)O[CH2:3][CH2:2][CH3:1])cc1.[OH:4][c:5]1[cH:6][c:7]([OH:8])[n:9][c:10]([N:11]([CH3:12])[CH3:13])[n:14]1.[Na+].[OH-]>>[CH3:1][CH2:2][CH2:3][O:4][c:5]1[cH:6][c:7]([OH:8])[n:9][c:10]([N:11]([CH3:12])[CH3:13])[n:14]1,[O:2]-c.C-c1:c:c:c(-S(=O)(=O)-O-[C:1]):c:c:1>>[C:1]-[O:2]-c
124,C1CCOC1.CC(C)(C)[O-].I[CH3:3].[CH3:1][NH:2][c:4]1[n:5][c:6](=[O:7])[c:8]2[cH:9][cH:10][cH:11][n:12][c:13]2[n:14]1[CH2:15][c:16]1[cH:17][cH:18][c:19]([F:20])[cH:21][cH:22]1.[K+]>>[CH3:1][N:2]([CH3:3])[c:4]1[n:5][c:6](=[O:7])[c:8]2[cH:9][cH:10][cH:11][n:12][c:13]2[n:14]1[CH2:15][c:16]1[cH:17][cH:18][c:19]([F:20])[cH:21][cH:22]1,[N:1].I-[C:2]>>[N:1]-[C:2]
130,C1CCNCC1.ClCCl.Cl[CH2:14][CH:15]1[CH2:16][O:17]1.[CH3:1][NH:2][C:3](=[O:4])[CH2:5][CH2:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([OH:13])[cH:18][cH:19]1.[Na+].[OH-]>>[CH3:1][NH:2][C:3](=[O:4])[CH2:5][CH2:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([O:13][CH2:14][CH:15]2[CH2:16][O:17]2)[cH:18][cH:19]1,[O:2]-c.Cl-[C:1]>>[C:1]-[O:2]-c
131,CO.[CH3:1][NH:2][C:3](=[O:4])[CH2:5][CH2:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([O:13][CH2:14][CH:15]2[O:16][CH2:17]2)[cH:22][cH:23]1.[NH2:18][CH:19]([CH3:20])[CH3:21]>>[CH3:1][NH:2][C:3](=[O:4])[CH2:5][CH2:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([O:13][CH2:14][CH:15]([OH:16])[CH2:17][NH:18][CH:19]([CH3:20])[CH3:21])[cH:22][cH:23]1,[N:2].[C:3]-[O:1]>>[O:1].[N:2]-[C:3]
135,Br[CH2:16][CH:17]1[CH2:18][O:19]1.CCC(C)=O.O=C([O-])[O-].[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[OH:15].[K+].[K+]>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[O:15][CH2:16][CH:17]1[CH2:18][O:19]1,[O:2]-c.Br-[C:1]>>[C:1]-[O:2]-c
142,CN(C)c1ccccc1.[CH2:3]=[CH:2][CH2:1][O:17][c:16]1[cH:15][cH:14][c:6]([C:7]2=[N:8][NH:9][C:10](=[O:11])[CH2:12][CH2:13]2)[cH:5][cH:4]1>>[CH2:1]=[CH:2][CH2:3][c:4]1[cH:5][c:6]([C:7]2=[N:8][NH:9][C:10](=[O:11])[CH2:12][CH2:13]2)[cH:14][cH:15][c:16]1[OH:17],[C:3]=[C:2]-[C:1]-[O:5]-c:[c:4]>>[C:1]=[C:2]-[C:3]-[c:4]:c-[O:5]
151,CO.O=C1CCC(c2ccc(OCC3CO3)c([N+](=O)[O-])c2)=NN1.[CH2:5]([CH:6]([OH:7])[CH2:8][O:9][c:10]1[cH:11][cH:12][c:13]([C:14]2=[N:15][NH:16][C:17](=[O:18])[CH2:19][CH2:20]2)[cH:21][c:22]1[N+:23](=[O:24])[O-:25])[Cl:26].[CH3:1][CH:2]([CH3:3])[NH2:4]>>[CH3:1][CH:2]([CH3:3])[NH:4][CH2:5][CH:6]([OH:7])[CH2:8][O:9][c:10]1[cH:11][cH:12][c:13]([C:14]2=[N:15][NH:16][C:17](=[O:18])[CH2:19][CH2:20]2)[cH:21][c:22]1[N+:23](=[O:24])[O-:25].[ClH:26],[N:1].Cl-[C:2]>>[N:1]-[C:2]
161,BrB(Br)Br.C[O:14][c:13]1[cH:12][cH:11][c:10]([C:8]([CH2:7][CH2:6][C:4]([O:3][CH2:2][CH3:1])=[O:5])=[O:9])[cH:17][c:15]1[O:16]C.ClCCl>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][CH2:7][C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13]([OH:14])[c:15]([OH:16])[cH:17]1,C-[O:1]-c:c-[O:2]-C>>[O:1]-c:c-[O:2]
163,BrB(Br)Br.C[O:10][c:9]1[c:8]([C:6]([CH2:5][CH2:4][C:2](=[O:1])[OH:3])=[O:7])[c:14]([O:15]C)[cH:13][cH:12][cH:11]1>>[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][C:6](=[O:7])[c:8]1[c:9]([OH:10])[cH:11][cH:12][cH:13][c:14]1[OH:15],C-[O:1]-c.C-[O:2]-c>>[O:1]-c.[O:2]-c
165,CC(=O)[O:17][c:16]1[c:12]([N+:13](=[O:14])[O-:15])[cH:11][cH:10][c:9]([C:7]([CH:2]([CH3:1])[CH2:3][C:4](=[O:5])[OH:6])=[O:8])[cH:18]1.Cl.[Na+].[OH-]>>[CH3:1][CH:2]([CH2:3][C:4](=[O:5])[OH:6])[C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([N+:13](=[O:14])[O-:15])[c:16]([OH:17])[cH:18]1,C-C(=O)-[O:1]-c>>[O:1]-c
170,Br.CC(=O)O.c1ccc(C[O:16][c:15]2[c:3]([C:2]#[N:1])[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][CH2:10][C:11](=[O:12])[OH:13])[cH:14]2)cc1>>[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][CH2:10][C:11](=[O:12])[OH:13])[cH:14][c:15]1[OH:16],c-[O:1]-C-c1:c:c:c:c:c:1>>[O:1]-c
177,CCO.CO.ClC(Cl)Cl.O=P1(Cl)CCCc2ccccc21.[CH2:1]=[CH:2][P:3]1(=[O:4])[CH2:5][CH2:6][CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]21>>[CH2:1]=[CH:2][P:3]1(=[O:4])[CH2:5][CH:6]=[CH:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]21,[C:1]-[C:2]-c>>[C:1]=[C:2]-c
181,Br[C:6]1=[CH:5][P:3]([CH:2]=[CH2:1])(=[O:4])[c:12]2[c:7]1[cH:8][cH:9][cH:10][cH:11]2.CCN(CC)CC.ClC(Cl)(Cl)Cl.O=C1CCC(=O)N1Br.[Hg]>>[CH2:1]=[CH:2][P:3]1(=[O:4])[CH:5]=[CH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]21,Br-[C:1]=C>>C=[C:1]
183,CO[C:4](=[O:5])[c:6]1[cH:7][c:8]([O:9][CH3:10])[c:11]([CH2:12][c:13]2[cH:14][n:15][c:16]([NH2:17])[n:18][c:19]2[NH2:20])[c:21]([O:22][CH3:23])[cH:24]1.[CH3:1][CH2:2][OH:3].[Na]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][c:8]([O:9][CH3:10])[c:11]([CH2:12][c:13]2[cH:14][n:15][c:16]([NH2:17])[n:18][c:19]2[NH2:20])[c:21]([O:22][CH3:23])[cH:24]1,[O:2].C-O-[C:1]=O>>O=[C:1]-[O:2]
186,CO.Cl.[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([O:8][CH3:9])[c:10]([C:11]#[N:12])[c:13]([O:14][CH3:15])[cH:16]1.[H][H].[Pd]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([O:8][CH3:9])[c:10]([CH2:11][NH2:12])[c:13]([O:14][CH3:15])[cH:16]1,[C:1]#[N:2]>>[C:1]-[N:2]
189,CCO.O.[BH4-].[CH3:20][CH2:19][O:18][c:17]1[cH:16][c:6]([CH2:7][c:8]2[cH:9][n:10][c:11]([NH2:12])[n:13][c:14]2[NH2:15])[cH:5][c:4]([O:3][CH2:2][CH3:1])[c:21]1[C:22](=[O:23])[CH2:24][S:25]([CH3:26])(=[O:27])=[O:28].[Na+]>>[CH3:1][CH2:2][O:3][c:4]1[cH:5][c:6]([CH2:7][c:8]2[cH:9][n:10][c:11]([NH2:12])[n:13][c:14]2[NH2:15])[cH:16][c:17]([O:18][CH2:19][CH3:20])[c:21]1[CH:22]([OH:23])[CH2:24][S:25]([CH3:26])(=[O:27])=[O:28],[C:1]=[O:2]>>[C:1]-[O:2]
190,CC(=O)[NH:14][c:13]1[c:7]([CH2:6][c:5]2[cH:4][c:3]([O:2][CH3:1])[c:19]([C:20]([CH3:21])([CH3:22])[OH:23])[c:16]([O:17][CH3:18])[cH:15]2)[cH:8][n:9][c:10]([NH2:11])[n:12]1.[K+].[OH-]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][c:7]2[cH:8][n:9][c:10]([NH2:11])[n:12][c:13]2[NH2:14])[cH:15][c:16]([O:17][CH3:18])[c:19]1[C:20]([CH3:21])([CH3:22])[OH:23],C-C(=O)-[N:1]>>[N:1]
191,C1CCNCC1.O=[CH:9][c:10]1[cH:11][c:12]([O:13][CH3:14])[c:15]([C:16](=[O:17])[O:18][CH3:19])[c:20]([O:21][CH3:22])[cH:23]1.[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][C:7]#[N:8]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]([C:7]#[N:8])=[CH:9][c:10]1[cH:11][c:12]([O:13][CH3:14])[c:15]([C:16](=[O:17])[O:18][CH3:19])[c:20]([O:21][CH3:22])[cH:23]1,O=[C:2].N#C-[C:1]-C=O>>N#C-[C:1](=[C:2])-C=O
193,CN(C)c1ccccc1.O=P([Cl:20])(Cl)Cl.O[c:19]1[c:12]([CH2:11][c:10]2[c:7]([O:8][CH3:9])[cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:24][c:21]2[O:22][CH3:23])[c:13]([NH2:14])[n:15][c:16]([NH2:17])[n:18]1>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([O:8][CH3:9])[c:10]([CH2:11][c:12]2[c:13]([NH2:14])[n:15][c:16]([NH2:17])[n:18][c:19]2[Cl:20])[c:21]([O:22][CH3:23])[cH:24]1,O-[c:1].Cl-P(-Cl)(=O)-[Cl:2]>>[c:1]-[Cl:2]
194,O.O=S([O-])O.[C-:9]#[N:10].[CH3:1][CH:2]1[CH2:3][CH:4]([CH3:5])[CH2:6][C:7](=[O:8])[CH2:11]1.[K+].[Na+]>>[CH3:1][CH:2]1[CH2:3][CH:4]([CH3:5])[CH2:6][C:7]([OH:8])([C:9]#[N:10])[CH2:11]1,N#[C:1].[C:2]=[O:3]>>N#[C:1]-[C:2]-[O:3]
202,F[c:26]1[cH:25][cH:24][c:23]([C:21]([CH2:20][CH2:19][CH2:18][N:17]2[CH2:35][CH2:36][CH:14]([CH:7]([c:6]3[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:38][cH:37]3)[c:8]3[cH:9][cH:10][cH:11][cH:12][cH:13]3)[CH2:15][CH2:16]2)=[O:22])[cH:34][cH:33]1.[NH:27]1[CH2:28][CH2:29][CH2:30][CH2:31][CH2:32]1>>[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([CH:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH:14]2[CH2:15][CH2:16][N:17]([CH2:18][CH2:19][CH2:20][C:21](=[O:22])[c:23]3[cH:24][cH:25][c:26]([N:27]4[CH2:28][CH2:29][CH2:30][CH2:31][CH2:32]4)[cH:33][cH:34]3)[CH2:35][CH2:36]2)[cH:37][cH:38]1,[N:1].F-[c:2]>>[N:1]-[c:2]
203,CC(C)O.[ClH:1].O[C:11]([CH:10]1[CH2:24][CH2:25][N:7]([CH2:6][CH2:5][CH2:4][C:3](=[O:2])[c:26]2[cH:27][cH:28][c:29]3[cH:30][cH:31][cH:32][cH:33][c:34]3[cH:35]2)[CH2:8][CH2:9]1)([c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.Cl>>[ClH:1].[O:2]=[C:3]([CH2:4][CH2:5][CH2:6][N:7]1[CH2:8][CH2:9][C:10](=[C:11]([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[CH2:24][CH2:25]1)[c:26]1[cH:27][cH:28][c:29]2[cH:30][cH:31][cH:32][cH:33][c:34]2[cH:35]1,O-[C:1]-[C:2]>>[C:1]=[C:2]
205,CCO.O=[N+:1]([O-])[c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][cH:14][n:15]1.[Pd]>>[NH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][n:15]1,[C:2]=[C:3].O=[N:1]-[O-]>>[N:1].[C:2]-[C:3]
208,C[n+]1ccccc1C=Cc1ccccc1[N+](=O)[O-].[CH3:1][n+:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[NH:16][CH:17]=[O:18].[I-].[I-]>>[CH3:1][N:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH:7]1[CH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[NH:16][CH:17]=[O:18],[c:1]1:[c:2]:[c:3]:[c:4]:[c:5]:[n:6]:1>>[C:1]1-[C:2]-[C:3]-[C:4]-[C:5]-[N:6]-1
